trip_id,line_id,vehicle_id,direction,trip_date,departure_time,arrival_time,trip_duration_min,status
TR00666,L054,VH0037,outbound,2024-07-03,09:34:00,22:44:00,25,cancelled
TR00667,L049,VH0019,inbound,2025-04-04,08:58:00,19:12:00,20,cancelled
TR00668,L023,VH0017,inbound,2024-01-30,11:40:00,15:13:00,48,completed
TR00669,L016,VH0020,outbound,2024-05-21,22:49:00,07:54:00,74,cancelled
TR00670,L031,VH0111,outbound,2024-05-13,23:59:00,09:59:00,47,completed
TR00671,L054,VH0024,inbound,2025-01-14,11:36:00,20:46:00,57,completed
TR00672,L006,VH0067,inbound,2024-04-07,07:29:00,10:47:00,17,completed
TR00673,L016,VH0065,outbound,2025-03-31,23:42:00,11:21:00,39,completed
TR00674,L053,VH0115,outbound,2025-04-13,05:36:00,22:51:00,83,completed
TR00675,L055,VH0054,inbound,2024-05-05,23:22:00,11:59:00,61,completed
TR00676,L005,VH0029,inbound,2025-07-27,13:57:00,20:49:00,70,completed
TR00677,L021,VH0026,outbound,2024-01-30,10:10:00,10:15:00,66,completed
TR00678,L005,VH0104,outbound,2025-09-10,09:05:00,11:08:00,51,completed
TR00679,L002,VH0033,outbound,2024-05-20,14:45:00,22:57:00,43,completed
TR00680,L031,VH0034,outbound,2025-10-10,15:39:00,13:22:00,50,completed
TR00681,L045,VH0107,outbound,2025-08-13,08:19:00,07:01:00,90,completed
TR00682,L049,VH0058,outbound,2024-12-12,22:40:00,21:01:00,29,in_progress
TR00683,L022,VH0069,inbound,2025-11-19,13:00:00,08:26:00,69,delayed
TR00684,L010,VH0108,outbound,2025-02-03,09:29:00,11:34:00,89,cancelled
TR00685,L052,VH0067,outbound,2025-10-04,14:57:00,19:40:00,53,completed
TR00686,L030,VH0009,outbound,2024-09-05,14:32:00,18:52:00,40,completed
TR00687,L045,VH0099,inbound,2025-02-14,08:11:00,10:12:00,39,completed
TR00688,L041,VH0110,inbound,2024-02-22,08:23:00,23:20:00,86,completed
TR00689,L020,VH0102,inbound,2024-06-01,19:57:00,10:52:00,48,completed
TR00690,L052,VH0064,outbound,2024-05-13,14:50:00,17:51:00,17,delayed
TR00691,L046,VH0098,inbound,2025-08-21,09:33:00,09:43:00,70,cancelled
TR00692,L050,VH0025,outbound,2025-01-18,17:31:00,22:04:00,32,delayed
TR00693,L054,VH0109,outbound,2025-05-14,19:56:00,14:02:00,50,in_progress
TR00694,L017,VH0106,inbound,2025-04-02,08:20:00,08:02:00,78,completed
TR00695,L029,VH0109,outbound,2024-03-21,05:14:00,10:01:00,60,completed
TR00696,L025,VH0025,outbound,2025-06-16,17:37:00,16:11:00,49,completed
TR00697,L038,VH0043,outbound,2025-10-19,06:13:00,11:24:00,25,completed
TR00698,L007,VH0078,outbound,2024-11-06,05:03:00,20:46:00,83,completed
TR00699,L040,VH0010,outbound,2025-09-01,05:14:00,21:25:00,36,completed
TR00700,L049,VH0099,inbound,2024-02-20,09:12:00,23:53:00,87,delayed
TR00701,L040,VH0054,outbound,2025-12-03,21:08:00,06:33:00,82,in_progress
TR00702,L051,VH0071,inbound,2025-12-13,12:54:00,06:15:00,83,completed
TR00703,L002,VH0017,inbound,2025-07-02,07:48:00,15:43:00,43,completed
TR00704,L027,VH0056,inbound,2024-10-28,05:05:00,20:15:00,63,cancelled
TR00705,L050,VH0064,outbound,2024-08-29,16:54:00,05:32:00,18,in_progress
TR00706,L014,VH0108,inbound,2024-03-31,17:53:00,07:02:00,60,delayed
TR00707,L026,VH0077,inbound,2024-01-23,11:49:00,18:38:00,54,cancelled
TR00708,L027,VH0098,inbound,2024-03-27,18:27:00,14:07:00,17,cancelled
TR00709,L033,VH0104,inbound,2025-11-11,15:19:00,08:21:00,32,delayed
TR00710,L040,VH0026,inbound,2025-04-26,06:59:00,05:34:00,31,completed
TR00711,L034,VH0072,inbound,2025-06-16,11:01:00,09:35:00,47,completed
TR00712,L011,VH0027,inbound,2025-10-26,19:32:00,19:44:00,62,completed
TR00713,L032,VH0094,inbound,2024-11-22,17:31:00,16:10:00,56,completed
TR00714,L048,VH0080,outbound,2024-05-25,18:23:00,06:09:00,79,completed
TR00715,L018,VH0093,inbound,2025-01-02,23:31:00,13:25:00,47,completed
TR00716,L014,VH0014,outbound,2024-10-31,19:33:00,06:47:00,59,completed
TR00717,L019,VH0060,inbound,2025-08-08,13:44:00,07:39:00,37,completed
TR00718,L014,VH0085,outbound,2024-11-06,10:35:00,23:27:00,54,delayed
TR00719,L038,VH0118,outbound,2025-02-22,18:39:00,10:32:00,56,delayed
TR00720,L022,VH0018,outbound,2025-07-10,16:52:00,16:54:00,73,completed
TR00721,L048,VH0096,outbound,2025-01-02,08:54:00,10:02:00,53,completed
TR00722,L042,VH0042,inbound,2025-01-21,11:28:00,21:59:00,66,cancelled
TR00723,L053,VH0056,inbound,2024-03-02,16:04:00,19:18:00,66,in_progress
TR00724,L032,VH0063,outbound,2025-05-07,19:57:00,15:11:00,85,completed
TR00725,L003,VH0047,inbound,2024-03-08,17:55:00,18:19:00,55,cancelled
TR00726,L008,VH0113,outbound,2024-06-20,09:33:00,05:37:00,39,completed
TR00727,L028,VH0036,inbound,2025-11-13,21:37:00,21:26:00,35,completed
TR00728,L051,VH0120,inbound,2024-04-21,17:24:00,21:18:00,54,cancelled
TR00729,L038,VH0112,inbound,2025-12-24,16:19:00,06:45:00,76,completed
TR00730,L029,VH0073,inbound,2025-12-02,18:20:00,18:14:00,59,completed
TR00731,L034,VH0094,outbound,2025-10-22,16:55:00,15:03:00,35,delayed
TR00732,L047,VH0041,outbound,2025-03-07,07:44:00,12:14:00,64,completed
TR00733,L026,VH0055,inbound,2025-10-25,23:09:00,10:01:00,23,cancelled
TR00734,L012,VH0048,inbound,2025-11-20,11:28:00,05:16:00,32,in_progress
TR00735,L047,VH0113,inbound,2025-11-23,23:15:00,20:06:00,57,delayed
TR00736,L039,VH0108,outbound,2024-05-20,16:02:00,16:27:00,18,in_progress
TR00737,L015,VH0007,outbound,2025-12-21,17:17:00,09:21:00,68,completed
TR00738,L035,VH0069,outbound,2024-10-31,20:22:00,05:39:00,39,delayed
TR00739,L006,VH0072,outbound,2025-02-05,10:21:00,09:32:00,16,completed
TR00740,L038,VH0075,inbound,2025-11-18,14:06:00,14:20:00,39,cancelled
TR00741,L032,VH0082,inbound,2024-06-14,15:38:00,21:31:00,61,delayed
TR00742,L043,VH0065,inbound,2025-01-27,17:09:00,14:08:00,68,completed
TR00743,L002,VH0114,inbound,2024-12-01,08:57:00,22:27:00,60,completed
TR00744,L053,VH0011,inbound,2025-07-21,23:11:00,13:20:00,48,in_progress
TR00745,L009,VH0068,inbound,2024-03-26,12:15:00,17:57:00,74,completed
TR00746,L023,VH0011,outbound,2024-06-14,19:15:00,06:28:00,72,in_progress
TR00747,L052,VH0007,outbound,2025-01-21,11:11:00,07:27:00,44,cancelled
TR00748,L017,VH0003,outbound,2025-06-20,20:02:00,22:21:00,73,completed
TR00749,L033,VH0119,inbound,2024-12-10,05:17:00,19:37:00,27,delayed
TR00750,L023,VH0104,outbound,2024-10-12,20:45:00,06:06:00,18,completed
TR00751,L041,VH0084,outbound,2024-07-27,12:10:00,19:36:00,39,completed
TR00752,L025,VH0051,outbound,2024-06-26,13:26:00,08:10:00,34,completed
TR00753,L049,VH0039,outbound,2024-01-27,18:12:00,07:20:00,70,delayed
TR00754,L033,VH0117,inbound,2025-12-08,14:50:00,08:41:00,57,in_progress
TR00755,L004,VH0117,inbound,2024-03-04,18:04:00,11:35:00,70,cancelled
TR00756,L020,VH0049,inbound,2024-12-11,05:55:00,20:55:00,24,in_progress
TR00757,L038,VH0002,outbound,2024-05-06,17:02:00,10:34:00,37,in_progress
TR00758,L010,VH0023,inbound,2024-08-17,15:08:00,19:33:00,55,completed
TR00759,L052,VH0110,outbound,2024-05-10,12:30:00,22:07:00,15,completed
TR00760,L002,VH0102,inbound,2024-11-29,21:30:00,08:52:00,90,completed
TR00761,L047,VH0082,outbound,2024-02-21,15:33:00,14:01:00,33,completed
TR00762,L033,VH0073,outbound,2025-02-20,23:35:00,09:34:00,84,completed
TR00763,L053,VH0111,outbound,2024-08-04,09:03:00,10:00:00,52,completed
TR00764,L028,VH0117,inbound,2024-02-06,15:24:00,07:11:00,34,cancelled
TR00765,L024,VH0072,inbound,2025-09-23,08:31:00,23:47:00,26,completed
TR00766,L048,VH0076,outbound,2024-10-27,20:38:00,05:31:00,68,completed
TR00767,L014,VH0063,outbound,2025-03-15,06:47:00,09:26:00,15,delayed
TR00768,L041,VH0060,inbound,2024-11-25,07:05:00,18:42:00,65,cancelled
TR00769,L020,VH0041,inbound,2025-01-18,10:55:00,16:53:00,50,completed
TR00770,L039,VH0043,outbound,2025-08-18,12:50:00,07:43:00,20,completed
TR00771,L003,VH0066,outbound,2024-09-19,08:34:00,19:51:00,36,cancelled
TR00772,L013,VH0024,inbound,2024-04-01,22:24:00,13:04:00,64,completed
TR00773,L030,VH0088,outbound,2024-06-02,21:24:00,22:19:00,81,completed
TR00774,L039,VH0006,outbound,2025-10-13,16:01:00,11:30:00,36,completed
TR00775,L010,VH0007,outbound,2025-03-05,16:33:00,14:56:00,51,completed
TR00776,L009,VH0059,inbound,2024-01-07,18:10:00,15:37:00,26,in_progress
TR00777,L055,VH0033,outbound,2025-08-18,19:55:00,07:40:00,62,in_progress
TR00778,L051,VH0069,inbound,2024-11-30,14:25:00,14:13:00,46,delayed
TR00779,L032,VH0035,inbound,2024-10-22,09:01:00,09:31:00,20,completed
TR00780,L020,VH0025,outbound,2024-06-27,16:14:00,20:35:00,57,delayed
TR00781,L054,VH0012,outbound,2024-12-20,10:16:00,09:09:00,45,delayed
TR00782,L005,VH0047,outbound,2024-06-11,19:33:00,13:57:00,54,cancelled
TR00783,L029,VH0089,outbound,2025-09-28,06:34:00,17:25:00,15,completed
TR00784,L037,VH0072,inbound,2025-10-03,08:27:00,23:47:00,88,completed
TR00785,L028,VH0038,outbound,2025-10-01,17:58:00,18:17:00,76,completed
TR00786,L035,VH0116,outbound,2024-12-05,12:05:00,16:35:00,16,cancelled
TR00787,L013,VH0079,outbound,2025-04-05,05:35:00,16:01:00,67,completed
TR00788,L007,VH0104,outbound,2025-12-17,05:16:00,11:58:00,47,delayed
TR00789,L015,VH0057,inbound,2025-04-02,11:56:00,13:43:00,81,completed
TR00790,L009,VH0053,outbound,2024-06-24,13:23:00,20:50:00,27,cancelled
TR00791,L027,VH0092,inbound,2025-09-14,22:42:00,10:53:00,33,completed
TR00792,L046,VH0096,outbound,2025-04-30,13:53:00,09:47:00,55,completed
TR00793,L004,VH0099,inbound,2024-02-26,12:32:00,08:49:00,49,completed
TR00794,L052,VH0031,inbound,2024-09-09,23:06:00,18:07:00,42,completed
TR00795,L029,VH0115,outbound,2025-04-12,19:50:00,12:58:00,79,completed
TR00796,L014,VH0064,outbound,2025-10-01,18:27:00,15:20:00,40,completed
TR00797,L013,VH0027,inbound,2025-08-11,07:31:00,19:11:00,23,completed
TR00798,L009,VH0010,outbound,2025-10-21,11:59:00,22:54:00,17,completed
TR00799,L017,VH0044,inbound,2025-01-24,06:57:00,15:48:00,81,in_progress
TR00800,L023,VH0013,inbound,2025-05-09,20:42:00,13:22:00,84,completed
TR00801,L036,VH0090,inbound,2025-04-03,13:31:00,20:26:00,49,in_progress
TR00802,L030,VH0086,inbound,2025-06-25,12:59:00,15:47:00,44,completed
TR00803,L012,VH0071,inbound,2025-05-29,21:34:00,20:55:00,62,completed
TR00804,L026,VH0083,outbound,2024-07-25,16:19:00,22:53:00,86,in_progress
TR00805,L047,VH0004,inbound,2025-11-02,08:22:00,11:53:00,34,completed
TR00806,L034,VH0112,outbound,2025-09-09,22:35:00,14:53:00,32,delayed
TR00807,L023,VH0117,outbound,2025-10-03,06:22:00,21:54:00,68,completed
TR00808,L013,VH0100,inbound,2025-05-05,11:20:00,06:21:00,66,delayed
TR00809,L032,VH0025,inbound,2025-03-02,20:53:00,10:45:00,55,cancelled
TR00810,L055,VH0106,outbound,2024-06-19,06:00:00,20:31:00,36,delayed
TR00811,L011,VH0108,outbound,2025-12-27,07:02:00,05:07:00,56,in_progress
TR00812,L031,VH0064,outbound,2025-06-22,21:45:00,19:14:00,80,in_progress
TR00813,L005,VH0046,outbound,2025-03-06,15:55:00,10:40:00,64,in_progress
TR00814,L039,VH0041,outbound,2025-05-31,22:50:00,07:02:00,45,in_progress
TR00815,L024,VH0060,inbound,2024-03-29,18:20:00,11:45:00,77,in_progress
TR00816,L005,VH0098,inbound,2024-08-20,15:33:00,14:42:00,45,delayed
TR00817,L042,VH0060,outbound,2024-01-19,14:36:00,05:45:00,24,completed
TR00818,L016,VH0053,inbound,2025-12-17,20:49:00,13:55:00,21,completed
TR00819,L029,VH0012,inbound,2024-06-25,07:03:00,09:34:00,65,completed
TR00820,L045,VH0087,inbound,2024-08-17,12:50:00,12:54:00,67,delayed
TR00821,L033,VH0093,inbound,2025-09-14,20:54:00,12:37:00,56,completed
TR00822,L002,VH0117,inbound,2025-06-18,17:25:00,11:24:00,82,completed
TR00823,L022,VH0079,outbound,2024-07-26,11:07:00,09:23:00,33,completed
TR00824,L039,VH0035,outbound,2024-01-21,09:38:00,07:46:00,88,in_progress
TR00825,L049,VH0008,inbound,2024-01-25,16:23:00,09:26:00,32,completed
TR00826,L041,VH0112,outbound,2025-11-28,06:11:00,14:05:00,51,completed
TR00827,L044,VH0068,outbound,2025-12-13,22:16:00,21:45:00,18,in_progress
TR00828,L048,VH0061,outbound,2025-08-30,07:40:00,07:03:00,90,completed
TR00829,L030,VH0103,outbound,2024-09-26,17:31:00,16:35:00,76,delayed
TR00830,L026,VH0008,outbound,2024-04-14,09:58:00,10:15:00,45,cancelled
TR00831,L055,VH0050,outbound,2024-05-09,21:06:00,22:52:00,54,completed
TR00832,L030,VH0036,inbound,2024-02-10,09:45:00,18:06:00,85,delayed
TR00833,L010,VH0113,inbound,2024-02-20,06:46:00,14:28:00,74,completed
TR00834,L016,VH0090,inbound,2025-03-28,12:40:00,07:36:00,34,cancelled
TR00835,L048,VH0019,inbound,2024-05-11,18:43:00,17:31:00,23,in_progress
TR00836,L039,VH0095,inbound,2025-01-20,18:22:00,14:09:00,65,completed
TR00837,L012,VH0040,outbound,2025-08-16,19:47:00,16:15:00,30,completed
TR00838,L016,VH0085,inbound,2024-03-13,16:28:00,18:03:00,85,delayed
TR00839,L009,VH0037,inbound,2024-10-01,07:46:00,17:49:00,16,completed
TR00840,L050,VH0102,inbound,2025-05-28,07:36:00,20:17:00,51,completed
TR00841,L016,VH0014,inbound,2025-12-06,15:01:00,13:26:00,90,completed
TR00842,L002,VH0009,outbound,2024-06-24,18:59:00,21:29:00,48,completed
TR00843,L038,VH0048,inbound,2025-10-16,12:16:00,12:19:00,38,cancelled
TR00844,L023,VH0083,inbound,2025-01-26,15:58:00,14:44:00,56,cancelled
TR00845,L027,VH0006,inbound,2024-03-21,05:44:00,10:32:00,51,in_progress
TR00846,L012,VH0032,inbound,2024-11-26,21:40:00,05:29:00,32,completed
TR00847,L038,VH0052,outbound,2024-12-12,17:12:00,10:33:00,68,in_progress
TR00848,L011,VH0051,inbound,2025-09-25,10:08:00,14:03:00,17,delayed
TR00849,L021,VH0005,inbound,2025-05-24,18:43:00,16:24:00,87,cancelled
TR00850,L007,VH0102,inbound,2024-06-03,15:22:00,18:54:00,78,completed
TR00851,L007,VH0063,outbound,2024-06-25,18:20:00,14:25:00,75,cancelled
TR00852,L053,VH0059,inbound,2025-07-24,12:49:00,15:40:00,67,in_progress
TR00853,L055,VH0062,outbound,2025-02-26,14:48:00,22:18:00,40,completed
TR00854,L049,VH0084,outbound,2024-05-24,11:13:00,07:00:00,62,completed
TR00855,L004,VH0015,inbound,2024-07-06,09:56:00,23:49:00,80,completed
TR00856,L037,VH0037,inbound,2024-02-20,19:29:00,22:34:00,33,cancelled
TR00857,L043,VH0071,outbound,2024-06-27,16:21:00,16:08:00,75,completed
TR00858,L007,VH0068,outbound,2024-06-02,20:08:00,07:27:00,49,cancelled
TR00859,L037,VH0098,outbound,2025-12-07,20:06:00,11:36:00,54,delayed
TR00860,L005,VH0039,outbound,2025-08-16,13:25:00,11:51:00,62,completed
TR00861,L007,VH0014,inbound,2024-01-03,12:16:00,11:36:00,57,cancelled
TR00862,L005,VH0016,inbound,2024-03-13,14:05:00,12:42:00,75,completed
TR00863,L032,VH0004,inbound,2025-09-15,09:27:00,22:02:00,67,cancelled
TR00864,L048,VH0038,inbound,2024-12-19,06:03:00,17:33:00,50,in_progress
TR00865,L042,VH0085,inbound,2025-10-31,05:23:00,17:00:00,64,in_progress
TR00866,L022,VH0059,inbound,2024-11-17,11:24:00,14:30:00,46,completed
TR00867,L050,VH0053,outbound,2025-09-18,13:36:00,09:45:00,21,completed
TR00868,L027,VH0054,inbound,2025-05-03,09:49:00,17:46:00,77,completed
TR00869,L055,VH0025,inbound,2025-05-11,15:07:00,12:16:00,59,cancelled
TR00870,L034,VH0085,outbound,2024-01-13,06:33:00,07:59:00,59,delayed
TR00871,L004,VH0069,outbound,2024-12-04,09:30:00,15:21:00,81,cancelled
TR00872,L045,VH0004,inbound,2024-02-12,18:58:00,09:55:00,80,in_progress
TR00873,L028,VH0053,inbound,2025-04-15,13:14:00,12:06:00,82,in_progress
TR00874,L039,VH0027,outbound,2024-01-18,23:44:00,08:21:00,78,cancelled
TR00875,L038,VH0071,outbound,2025-01-05,11:14:00,10:54:00,76,in_progress
TR00876,L036,VH0001,inbound,2025-02-10,14:15:00,13:47:00,22,in_progress
TR00877,L041,VH0051,inbound,2024-08-30,21:30:00,09:01:00,79,completed
TR00878,L011,VH0053,outbound,2025-02-26,09:19:00,13:55:00,42,delayed
TR00879,L015,VH0010,inbound,2025-07-15,20:22:00,18:29:00,19,delayed
TR00880,L053,VH0054,inbound,2024-07-04,13:43:00,21:21:00,87,completed
TR00881,L019,VH0105,inbound,2025-10-31,10:50:00,06:42:00,23,delayed
TR00882,L005,VH0042,inbound,2025-02-02,06:47:00,09:28:00,72,completed
TR00883,L044,VH0004,inbound,2024-01-26,23:51:00,05:11:00,25,completed
TR00884,L027,VH0044,inbound,2025-07-16,10:05:00,07:27:00,54,cancelled
TR00885,L022,VH0091,inbound,2024-09-20,21:04:00,21:40:00,51,completed
TR00886,L030,VH0087,inbound,2024-03-19,06:15:00,06:49:00,56,completed
TR00887,L043,VH0074,inbound,2025-06-06,16:51:00,11:01:00,81,completed
TR00888,L029,VH0001,inbound,2025-04-28,20:54:00,20:30:00,55,completed
TR00889,L016,VH0042,outbound,2025-10-23,14:48:00,15:37:00,21,delayed
TR00890,L046,VH0068,outbound,2024-07-22,10:57:00,05:56:00,74,cancelled
TR00891,L001,VH0086,inbound,2025-08-05,05:14:00,09:51:00,17,completed
TR00892,L016,VH0114,inbound,2024-03-24,10:28:00,06:14:00,89,completed
TR00893,L041,VH0032,inbound,2024-01-11,20:56:00,07:24:00,50,completed
TR00894,L026,VH0070,outbound,2024-05-30,19:44:00,11:22:00,75,cancelled
TR00895,L026,VH0088,outbound,2024-08-25,19:46:00,06:32:00,70,completed
TR00896,L032,VH0097,outbound,2025-11-09,18:45:00,14:21:00,41,completed
TR00897,L044,VH0048,outbound,2024-04-18,22:33:00,19:57:00,41,completed
TR00898,L050,VH0113,outbound,2025-12-28,18:18:00,12:59:00,45,in_progress
TR00899,L046,VH0025,inbound,2024-08-20,05:11:00,13:34:00,17,completed
TR00900,L031,VH0080,inbound,2025-08-20,10:14:00,08:36:00,40,completed
TR00901,L010,VH0111,outbound,2024-07-18,19:30:00,06:16:00,70,in_progress
TR00902,L015,VH0078,inbound,2025-07-12,13:47:00,18:59:00,74,completed
TR00903,L030,VH0092,inbound,2024-02-04,15:06:00,21:15:00,22,in_progress
TR00904,L051,VH0086,outbound,2024-06-15,09:35:00,12:19:00,89,in_progress
TR00905,L020,VH0112,inbound,2024-08-24,21:58:00,07:16:00,67,completed
TR00906,L003,VH0117,inbound,2024-11-04,23:44:00,17:25:00,29,completed
TR00907,L032,VH0081,outbound,2025-12-10,07:29:00,11:45:00,15,completed
TR00908,L010,VH0025,outbound,2025-10-11,08:59:00,22:09:00,76,completed
TR00909,L021,VH0031,outbound,2024-08-07,20:13:00,10:34:00,86,completed
TR00910,L054,VH0105,inbound,2025-03-17,19:25:00,05:11:00,40,completed
TR00911,L026,VH0058,outbound,2025-05-09,09:09:00,09:46:00,54,cancelled
TR00912,L043,VH0074,outbound,2024-10-30,22:14:00,18:24:00,42,delayed
TR00913,L039,VH0004,outbound,2025-09-23,20:14:00,09:31:00,88,completed
TR00914,L011,VH0067,inbound,2024-06-08,13:14:00,14:28:00,16,completed
TR00915,L028,VH0050,outbound,2025-06-08,18:28:00,11:41:00,45,completed
TR00916,L005,VH0105,outbound,2025-07-06,12:38:00,23:14:00,36,completed
TR00917,L005,VH0041,inbound,2025-07-30,05:48:00,18:02:00,83,delayed
TR00918,L006,VH0001,inbound,2024-01-16,12:07:00,09:25:00,21,completed
TR00919,L007,VH0009,inbound,2024-03-07,13:15:00,20:22:00,16,delayed
TR00920,L033,VH0076,inbound,2024-01-14,07:12:00,14:30:00,40,completed
TR00921,L014,VH0038,outbound,2025-10-29,11:02:00,16:52:00,83,in_progress
TR00922,L042,VH0038,inbound,2025-03-18,10:02:00,08:40:00,41,in_progress
TR00923,L054,VH0041,inbound,2024-06-15,15:08:00,18:33:00,89,cancelled
TR00924,L015,VH0082,outbound,2024-05-20,06:09:00,17:05:00,33,completed
TR00925,L052,VH0045,outbound,2024-08-05,20:43:00,09:49:00,75,completed
TR00926,L048,VH0067,outbound,2024-05-29,10:27:00,08:35:00,85,completed
TR00927,L019,VH0065,inbound,2024-05-29,19:02:00,14:02:00,89,completed
TR00928,L005,VH0078,outbound,2025-07-02,18:06:00,08:47:00,19,cancelled
TR00929,L001,VH0082,outbound,2025-12-20,05:23:00,17:45:00,59,cancelled
TR00930,L054,VH0090,outbound,2025-08-09,21:09:00,14:41:00,36,completed
TR00931,L010,VH0097,inbound,2024-04-18,11:57:00,11:10:00,42,completed
TR00932,L026,VH0100,inbound,2025-07-18,15:48:00,18:10:00,84,delayed
TR00933,L037,VH0082,outbound,2024-04-18,06:48:00,08:02:00,80,completed
TR00934,L001,VH0036,inbound,2024-01-30,12:33:00,11:50:00,60,completed
TR00935,L051,VH0065,outbound,2025-11-23,22:36:00,15:31:00,71,completed
TR00936,L048,VH0089,outbound,2024-07-18,14:00:00,15:19:00,36,in_progress
TR00937,L047,VH0007,inbound,2024-03-15,18:39:00,20:30:00,80,completed
TR00938,L036,VH0027,inbound,2024-09-19,22:21:00,17:20:00,80,completed
TR00939,L024,VH0024,inbound,2025-08-06,22:10:00,20:37:00,76,in_progress
TR00940,L029,VH0055,outbound,2025-12-31,09:04:00,18:48:00,52,completed
TR00941,L043,VH0006,outbound,2025-05-31,07:47:00,21:25:00,33,in_progress
TR00942,L031,VH0052,outbound,2024-01-12,14:43:00,12:34:00,43,cancelled
TR00943,L029,VH0073,outbound,2025-09-03,13:37:00,11:41:00,41,completed
TR00944,L038,VH0026,outbound,2024-01-08,10:35:00,13:33:00,17,cancelled
TR00945,L020,VH0077,inbound,2025-01-13,22:40:00,17:56:00,82,completed
TR00946,L054,VH0099,inbound,2024-03-06,12:04:00,16:51:00,78,delayed
TR00947,L002,VH0009,inbound,2024-10-13,14:38:00,20:14:00,48,in_progress
TR00948,L044,VH0072,outbound,2025-12-17,15:23:00,08:33:00,76,completed
TR00949,L042,VH0120,outbound,2024-02-19,07:25:00,09:42:00,29,delayed
TR00950,L005,VH0063,outbound,2024-09-09,21:56:00,11:19:00,53,in_progress
TR00951,L011,VH0001,outbound,2024-07-18,22:36:00,07:39:00,47,completed
TR00952,L045,VH0073,inbound,2024-01-09,19:24:00,22:26:00,33,completed
TR00953,L052,VH0075,inbound,2024-01-12,22:55:00,17:54:00,90,completed
TR00954,L007,VH0041,outbound,2024-06-04,07:03:00,06:27:00,26,delayed
TR00955,L018,VH0077,outbound,2024-03-27,12:57:00,06:38:00,86,cancelled
TR00956,L018,VH0059,outbound,2025-06-19,15:07:00,05:02:00,69,completed
TR00957,L020,VH0111,inbound,2024-07-02,06:27:00,09:47:00,85,completed
TR00958,L053,VH0063,outbound,2024-05-15,17:13:00,23:31:00,65,delayed
TR00959,L040,VH0005,inbound,2025-10-08,14:03:00,13:35:00,41,completed
TR00960,L026,VH0090,outbound,2024-08-09,21:19:00,14:08:00,39,delayed
TR00961,L004,VH0109,inbound,2025-09-11,10:39:00,16:25:00,81,delayed
TR00962,L017,VH0072,outbound,2025-10-19,20:42:00,14:22:00,64,cancelled
TR00963,L038,VH0024,outbound,2024-08-06,15:51:00,05:51:00,52,cancelled
TR00964,L043,VH0106,outbound,2025-01-16,23:52:00,17:24:00,61,in_progress
TR00965,L044,VH0041,inbound,2025-07-16,18:43:00,11:58:00,90,completed
TR00966,L029,VH0059,inbound,2024-01-02,05:11:00,11:41:00,76,completed
TR00967,L024,VH0001,outbound,2024-11-17,10:57:00,15:10:00,44,in_progress
TR00968,L039,VH0085,inbound,2025-05-11,13:32:00,06:32:00,59,delayed
TR00969,L028,VH0007,outbound,2025-01-31,06:04:00,21:25:00,42,completed
TR00970,L051,VH0004,inbound,2024-03-22,20:01:00,19:27:00,60,completed
TR00971,L033,VH0024,outbound,2024-08-30,20:07:00,08:51:00,83,completed
TR00972,L034,VH0020,inbound,2024-10-08,20:23:00,06:34:00,61,cancelled
TR00973,L051,VH0105,outbound,2025-05-01,07:20:00,16:30:00,65,completed
TR00974,L004,VH0011,outbound,2024-01-12,08:41:00,18:49:00,26,delayed
TR00975,L035,VH0062,inbound,2024-04-09,14:49:00,19:36:00,71,in_progress
TR00976,L037,VH0084,inbound,2024-03-18,13:32:00,19:32:00,43,completed
TR00977,L010,VH0008,outbound,2025-07-30,14:21:00,05:00:00,38,completed
TR00978,L001,VH0067,outbound,2024-05-14,22:11:00,10:13:00,30,completed
TR00979,L048,VH0064,inbound,2024-07-18,21:54:00,19:47:00,19,cancelled
TR00980,L024,VH0073,outbound,2024-06-17,08:34:00,08:19:00,65,in_progress
TR00981,L013,VH0050,outbound,2024-12-14,15:10:00,10:39:00,35,cancelled
TR00982,L033,VH0028,inbound,2025-06-15,09:10:00,23:45:00,45,completed
TR00983,L037,VH0110,inbound,2024-09-11,11:27:00,06:06:00,81,completed
TR00984,L042,VH0099,outbound,2025-06-29,21:27:00,06:58:00,28,completed
TR00985,L012,VH0087,outbound,2025-05-11,16:46:00,10:30:00,65,in_progress
TR00986,L031,VH0035,inbound,2024-06-11,16:16:00,05:04:00,65,cancelled
TR00987,L030,VH0098,outbound,2024-01-29,11:32:00,08:29:00,47,completed
TR00988,L002,VH0112,inbound,2024-08-14,13:11:00,08:59:00,68,completed
TR00989,L025,VH0081,outbound,2024-02-13,19:54:00,13:09:00,81,delayed
TR00990,L004,VH0021,outbound,2025-05-24,16:31:00,19:19:00,65,in_progress
TR00991,L027,VH0053,outbound,2024-05-21,18:42:00,21:16:00,77,completed
TR00992,L037,VH0105,outbound,2025-07-10,17:41:00,21:17:00,45,completed
TR00993,L013,VH0111,inbound,2025-07-22,10:48:00,15:22:00,37,cancelled
TR00994,L015,VH0034,inbound,2024-06-18,14:15:00,06:13:00,35,cancelled
TR00995,L042,VH0055,inbound,2025-01-17,08:50:00,11:23:00,82,cancelled
TR00996,L048,VH0083,outbound,2024-11-03,11:30:00,06:22:00,30,completed
TR00997,L033,VH0077,inbound,2024-05-28,11:51:00,05:28:00,59,delayed
TR00998,L049,VH0038,outbound,2025-10-11,19:40:00,14:07:00,84,delayed
TR00999,L045,VH0099,outbound,2024-09-14,10:18:00,14:47:00,51,completed
