stop_event_id,trip_id,station_id,scheduled_arrival,actual_arrival,delay_seconds,passenger_boarding,passenger_alighting,platform
SE00769,TR01388,ST0229,22:18:00,09:16:00,0,174,196,Quai Sud
SE00770,TR00762,ST0007,08:33:00,18:04:00,0,181,166,B
SE00771,TR00441,ST0083,15:40:00,23:01:00,600,37,199,B
SE00772,TR00552,ST0006,05:57:00,21:10:00,0,164,149,A
SE00773,TR00710,ST0139,14:10:00,17:43:00,180,136,20,Quai Sud
SE00774,TR01045,ST0194,19:13:00,09:21:00,600,23,93,A
SE00775,TR00938,ST0122,13:07:00,18:32:00,600,127,58,B
SE00776,TR00837,ST0075,18:25:00,09:37:00,0,184,71,1
SE00777,TR00838,ST0086,20:22:00,11:34:00,300,113,155,2
SE00778,TR00889,ST0136,15:00:00,18:08:00,0,54,42,
SE00779,TR01197,ST0222,10:34:00,14:59:00,180,158,116,B
SE00780,TR00637,ST0051,14:51:00,17:26:00,0,58,177,2
SE00781,TR00696,ST0135,19:35:00,06:21:00,120,75,30,Quai Nord
SE00782,TR00454,ST0164,11:58:00,09:08:00,0,43,1,
SE00783,TR01397,ST0128,09:22:00,16:56:00,120,15,151,Quai Nord
SE00784,TR00285,ST0027,13:10:00,19:31:00,180,115,86,
SE00785,TR00128,ST0002,10:30:00,18:09:00,0,197,190,2
SE00786,TR00111,ST0106,15:27:00,11:22:00,300,38,65,A
SE00787,TR00601,ST0180,17:33:00,17:48:00,60,142,86,Quai Nord
SE00788,TR00212,ST0193,23:49:00,17:44:00,0,132,50,B
SE00789,TR00839,ST0137,23:16:00,12:44:00,180,116,13,
SE00790,TR00390,ST0199,18:26:00,15:10:00,120,182,94,1
SE00791,TR01435,ST0029,05:51:00,06:51:00,120,53,160,Quai Sud
SE00792,TR01486,ST0141,22:47:00,18:13:00,300,190,107,1
SE00793,TR01001,ST0037,12:46:00,11:36:00,180,27,70,1
SE00794,TR01471,ST0120,22:04:00,12:12:00,120,193,162,1
SE00795,TR01447,ST0201,16:20:00,18:50:00,0,73,168,
SE00796,TR00012,ST0139,19:28:00,21:07:00,300,0,156,A
SE00797,TR01099,ST0097,20:44:00,13:43:00,0,115,96,1
SE00798,TR01198,ST0106,08:22:00,06:03:00,60,185,142,A
SE00799,TR00662,ST0036,18:23:00,23:47:00,0,65,140,2
SE00800,TR00781,ST0184,05:27:00,23:43:00,60,88,94,Quai Nord
SE00801,TR00614,ST0203,20:26:00,06:56:00,180,140,79,Quai Nord
SE00802,TR00453,ST0074,11:56:00,21:01:00,0,199,28,A
SE00803,TR00233,ST0077,12:47:00,12:11:00,60,147,185,2
SE00804,TR00451,ST0207,14:55:00,20:02:00,0,178,133,Quai Sud
SE00805,TR00131,ST0120,12:03:00,19:27:00,600,78,166,
SE00806,TR00692,ST0133,23:38:00,05:47:00,300,59,173,
SE00807,TR00392,ST0173,06:47:00,23:18:00,0,116,169,1
SE00808,TR01333,ST0134,18:56:00,14:55:00,300,6,148,A
SE00809,TR00510,ST0176,06:47:00,22:59:00,0,177,65,Quai Nord
SE00810,TR00737,ST0182,17:48:00,17:34:00,0,12,181,
SE00811,TR00375,ST0239,08:55:00,13:26:00,0,152,1,Quai Nord
SE00812,TR00334,ST0167,11:16:00,14:03:00,180,186,41,
SE00813,TR00625,ST0070,07:55:00,19:50:00,120,145,177,B
SE00814,TR00761,ST0018,16:20:00,05:15:00,300,47,171,A
SE00815,TR01236,ST0054,16:26:00,18:01:00,180,138,122,A
SE00816,TR00827,ST0135,19:10:00,06:31:00,0,35,111,B
SE00817,TR01422,ST0065,11:40:00,23:48:00,120,109,96,1
SE00818,TR01463,ST0193,18:05:00,06:31:00,120,73,94,1
SE00819,TR00658,ST0180,05:02:00,06:24:00,300,11,120,Quai Nord
SE00820,TR01278,ST0145,13:22:00,16:04:00,600,146,66,B
SE00821,TR00247,ST0114,19:04:00,21:03:00,120,24,148,Quai Sud
SE00822,TR00161,ST0141,21:30:00,14:20:00,0,146,56,1
SE00823,TR00857,ST0026,22:36:00,07:37:00,0,86,109,2
SE00824,TR00685,ST0010,14:43:00,17:51:00,300,135,60,B
SE00825,TR00287,ST0233,23:47:00,07:21:00,60,8,164,Quai Nord
SE00826,TR01059,ST0037,15:19:00,07:49:00,0,180,43,2
SE00827,TR01196,ST0007,06:46:00,08:35:00,180,179,190,2
SE00828,TR00049,ST0099,13:18:00,09:39:00,60,16,176,1
SE00829,TR01422,ST0178,08:11:00,05:30:00,0,25,109,B
SE00830,TR00521,ST0176,17:06:00,19:33:00,180,178,104,1
SE00831,TR00327,ST0099,09:30:00,21:18:00,120,111,187,Quai Nord
SE00832,TR01491,ST0097,19:22:00,09:25:00,120,139,61,A
SE00833,TR00543,ST0088,08:11:00,14:23:00,300,117,35,A
SE00834,TR01291,ST0145,17:38:00,20:19:00,600,51,113,1
SE00835,TR01053,ST0025,08:07:00,14:35:00,0,108,136,A
SE00836,TR01166,ST0004,16:39:00,23:59:00,0,46,167,2
SE00837,TR00547,ST0019,16:35:00,07:11:00,180,199,116,A
SE00838,TR00427,ST0095,21:11:00,09:00:00,180,105,26,Quai Sud
SE00839,TR00180,ST0156,19:06:00,23:13:00,0,136,139,
SE00840,TR00511,ST0111,06:40:00,14:22:00,300,34,89,B
SE00841,TR00737,ST0185,08:17:00,07:19:00,600,174,132,Quai Nord
SE00842,TR01500,ST0088,08:39:00,21:11:00,60,182,66,1
SE00843,TR00151,ST0181,08:34:00,21:39:00,180,58,58,
SE00844,TR00301,ST0089,09:21:00,16:38:00,60,51,167,Quai Nord
SE00845,TR01140,ST0062,08:19:00,05:01:00,0,63,27,2
SE00846,TR01065,ST0018,08:35:00,06:26:00,180,127,71,A
SE00847,TR00121,ST0100,21:19:00,22:12:00,0,197,86,2
SE00848,TR00660,ST0199,22:34:00,21:34:00,0,69,15,2
SE00849,TR00232,ST0122,09:47:00,19:09:00,0,98,53,A
SE00850,TR00452,ST0045,14:38:00,17:30:00,300,72,185,
SE00851,TR00202,ST0106,12:27:00,21:23:00,600,149,90,Quai Nord
SE00852,TR00536,ST0209,13:52:00,19:32:00,120,44,174,Quai Nord
SE00853,TR00761,ST0241,15:04:00,14:33:00,180,1,42,1
SE00854,TR00591,ST0172,15:13:00,13:29:00,120,62,9,
SE00855,TR00287,ST0024,14:18:00,18:12:00,600,75,193,Quai Sud
SE00856,TR00722,ST0011,17:46:00,06:03:00,300,163,160,Quai Sud
SE00857,TR01383,ST0227,06:59:00,23:28:00,0,64,11,Quai Nord
SE00858,TR00009,ST0092,11:51:00,16:54:00,300,20,146,1
SE00859,TR00719,ST0022,13:28:00,06:02:00,120,13,145,A
SE00860,TR01062,ST0026,06:51:00,07:12:00,180,142,156,2
SE00861,TR01266,ST0218,20:38:00,17:55:00,600,69,23,Quai Nord
SE00862,TR01176,ST0023,12:36:00,11:13:00,60,64,199,A
SE00863,TR01499,ST0057,20:56:00,23:11:00,60,170,150,Quai Nord
SE00864,TR00833,ST0012,13:34:00,08:59:00,0,32,40,
SE00865,TR00137,ST0083,21:30:00,15:45:00,300,188,33,B
SE00866,TR00332,ST0011,21:45:00,10:49:00,120,0,154,B
SE00867,TR01056,ST0049,19:50:00,18:11:00,0,35,95,2
SE00868,TR00833,ST0176,22:36:00,22:42:00,60,177,198,Quai Nord
SE00869,TR00057,ST0161,09:59:00,12:25:00,60,72,60,1
SE00870,TR01414,ST0078,07:03:00,22:27:00,180,125,8,Quai Nord
SE00871,TR01365,ST0109,13:24:00,18:21:00,60,39,44,Quai Nord
SE00872,TR00030,ST0009,07:04:00,14:27:00,600,172,163,Quai Sud
SE00873,TR00433,ST0060,17:09:00,20:12:00,0,121,160,1
SE00874,TR00065,ST0066,07:32:00,15:59:00,600,131,193,Quai Sud
SE00875,TR01243,ST0095,18:46:00,09:25:00,600,153,29,1
SE00876,TR01366,ST0174,11:05:00,16:01:00,60,94,11,B
SE00877,TR00389,ST0090,20:51:00,23:06:00,0,36,72,A
SE00878,TR00461,ST0064,23:38:00,22:07:00,600,154,144,A
SE00879,TR01058,ST0070,05:47:00,05:26:00,600,105,126,B
SE00880,TR00898,ST0172,18:43:00,13:50:00,0,66,27,Quai Sud
SE00881,TR00235,ST0212,09:51:00,12:27:00,180,47,78,Quai Nord
SE00882,TR01494,ST0240,15:09:00,13:14:00,0,7,190,1
SE00883,TR00652,ST0021,10:53:00,15:21:00,0,30,172,2
SE00884,TR00762,ST0091,06:33:00,19:58:00,120,40,23,2
SE00885,TR00656,ST0184,14:47:00,14:16:00,120,17,133,2
SE00886,TR01219,ST0104,19:22:00,05:10:00,60,115,15,Quai Sud
SE00887,TR01421,ST0161,20:18:00,11:25:00,300,94,71,B
SE00888,TR00226,ST0087,23:35:00,11:27:00,600,167,14,
SE00889,TR01255,ST0210,18:42:00,23:32:00,0,134,60,B
SE00890,TR01086,ST0041,21:01:00,06:34:00,180,186,106,Quai Sud
SE00891,TR01232,ST0051,23:29:00,12:35:00,180,133,63,1
SE00892,TR01436,ST0114,11:49:00,16:09:00,60,24,18,Quai Nord
SE00893,TR00118,ST0014,18:23:00,12:41:00,60,129,87,B
SE00894,TR00800,ST0087,10:22:00,05:12:00,180,45,108,Quai Sud
SE00895,TR00934,ST0188,19:21:00,22:31:00,180,133,98,1
SE00896,TR00223,ST0210,23:06:00,14:14:00,60,167,0,B
SE00897,TR00835,ST0055,15:10:00,13:07:00,60,56,74,A
SE00898,TR01111,ST0077,09:40:00,16:46:00,180,46,171,Quai Nord
SE00899,TR00598,ST0244,19:49:00,13:57:00,120,105,54,1
SE00900,TR01254,ST0035,17:09:00,05:03:00,0,139,34,B
SE00901,TR01178,ST0169,17:04:00,14:31:00,0,152,54,
SE00902,TR00686,ST0197,18:27:00,20:09:00,0,143,68,2
SE00903,TR00397,ST0130,10:04:00,23:13:00,180,168,14,Quai Sud
SE00904,TR00191,ST0168,10:46:00,11:51:00,300,85,157,
SE00905,TR00453,ST0073,08:50:00,12:00:00,60,32,188,A
SE00906,TR00277,ST0122,07:19:00,23:20:00,600,139,197,
SE00907,TR00748,ST0095,20:46:00,09:59:00,600,127,120,1
SE00908,TR01153,ST0194,08:01:00,13:26:00,0,62,102,B
SE00909,TR01290,ST0225,08:33:00,11:00:00,180,183,183,Quai Sud
SE00910,TR00852,ST0040,09:02:00,06:25:00,120,200,153,2
SE00911,TR00095,ST0082,05:02:00,23:00:00,600,99,7,1
SE00912,TR00211,ST0050,05:41:00,05:48:00,600,174,150,B
SE00913,TR00651,ST0132,05:12:00,20:44:00,300,123,161,1
SE00914,TR00324,ST0073,09:04:00,10:14:00,0,108,47,2
SE00915,TR00921,ST0193,19:45:00,21:41:00,0,180,132,1
SE00916,TR00065,ST0064,23:46:00,14:40:00,0,15,12,Quai Nord
SE00917,TR01413,ST0140,19:41:00,06:52:00,0,82,119,2
SE00918,TR00137,ST0204,18:12:00,13:13:00,180,61,200,B
SE00919,TR00085,ST0116,10:19:00,05:58:00,60,87,46,A
SE00920,TR00079,ST0068,17:26:00,19:23:00,60,187,3,B
SE00921,TR01454,ST0156,18:13:00,12:08:00,60,140,71,Quai Sud
SE00922,TR01280,ST0057,16:52:00,05:48:00,180,159,103,
SE00923,TR00908,ST0108,21:00:00,18:21:00,300,165,80,1
SE00924,TR01224,ST0182,13:15:00,22:37:00,300,122,44,Quai Sud
SE00925,TR00711,ST0182,22:45:00,05:32:00,120,52,67,
SE00926,TR01143,ST0161,17:31:00,11:54:00,300,65,200,2
SE00927,TR01120,ST0193,20:24:00,23:41:00,60,197,122,
SE00928,TR00324,ST0119,09:01:00,21:36:00,600,5,84,
SE00929,TR00712,ST0027,15:04:00,19:58:00,600,1,76,1
SE00930,TR00932,ST0115,21:23:00,12:30:00,120,117,160,A
SE00931,TR00630,ST0018,07:16:00,12:31:00,60,83,185,
SE00932,TR00915,ST0064,17:50:00,14:47:00,120,181,154,Quai Nord
SE00933,TR01437,ST0200,10:20:00,20:58:00,300,137,185,Quai Sud
SE00934,TR00603,ST0098,18:45:00,09:33:00,60,28,43,2
SE00935,TR00256,ST0036,16:48:00,14:03:00,180,183,188,Quai Nord
SE00936,TR01366,ST0041,07:46:00,10:12:00,600,144,98,Quai Nord
SE00937,TR00781,ST0041,14:36:00,22:01:00,300,46,165,Quai Sud
SE00938,TR01282,ST0054,23:36:00,18:32:00,0,105,41,
SE00939,TR01449,ST0110,05:21:00,20:27:00,0,67,115,1
SE00940,TR00981,ST0185,05:07:00,20:55:00,300,43,174,
SE00941,TR01231,ST0127,10:53:00,17:39:00,0,51,10,2
SE00942,TR00854,ST0093,22:43:00,12:27:00,60,0,2,
SE00943,TR00183,ST0037,05:21:00,21:27:00,0,61,48,Quai Nord
SE00944,TR00857,ST0086,07:49:00,17:53:00,0,107,117,B
SE00945,TR00363,ST0032,23:39:00,13:27:00,0,27,140,Quai Sud
SE00946,TR00886,ST0006,18:22:00,13:57:00,60,64,1,
SE00947,TR01119,ST0133,12:38:00,05:12:00,300,127,114,Quai Nord
SE00948,TR00647,ST0004,05:42:00,16:49:00,180,63,19,Quai Nord
SE00949,TR00512,ST0012,15:49:00,05:06:00,0,40,185,1
SE00950,TR00050,ST0142,12:41:00,16:54:00,180,160,81,A
SE00951,TR00716,ST0203,12:00:00,07:18:00,180,130,30,A
SE00952,TR00540,ST0142,17:31:00,07:42:00,180,85,21,B
SE00953,TR00905,ST0229,18:27:00,20:58:00,60,8,184,B
SE00954,TR00300,ST0194,09:56:00,08:13:00,0,150,116,
SE00955,TR00192,ST0222,21:49:00,15:55:00,180,73,137,A
SE00956,TR01341,ST0153,23:53:00,18:29:00,60,196,41,
SE00957,TR00364,ST0007,15:30:00,14:44:00,300,77,126,2
SE00958,TR00380,ST0149,09:56:00,21:41:00,180,98,86,2
SE00959,TR01481,ST0111,06:03:00,09:06:00,300,73,95,Quai Sud
SE00960,TR01337,ST0090,06:15:00,05:43:00,0,174,94,B
SE00961,TR00329,ST0111,11:50:00,19:33:00,60,29,178,B
SE00962,TR00318,ST0042,10:34:00,07:28:00,0,168,92,B
SE00963,TR00557,ST0242,14:52:00,18:49:00,120,37,90,A
SE00964,TR00275,ST0068,07:33:00,17:06:00,0,88,136,Quai Sud
SE00965,TR00830,ST0233,22:38:00,19:57:00,300,23,176,Quai Sud
SE00966,TR01134,ST0243,19:36:00,18:53:00,0,184,171,2
SE00967,TR00944,ST0205,09:09:00,17:42:00,120,29,124,Quai Sud
SE00968,TR00214,ST0073,06:38:00,13:21:00,120,109,20,Quai Nord
SE00969,TR00690,ST0108,18:53:00,16:25:00,0,51,42,2
SE00970,TR01434,ST0151,20:00:00,17:39:00,0,143,49,
SE00971,TR01122,ST0180,22:53:00,07:36:00,0,196,89,Quai Sud
SE00972,TR00566,ST0029,17:26:00,23:35:00,0,134,116,2
SE00973,TR00364,ST0011,19:35:00,16:21:00,0,162,64,
SE00974,TR00256,ST0017,18:19:00,21:07:00,300,26,108,2
SE00975,TR00864,ST0050,13:19:00,23:00:00,180,176,103,Quai Sud
SE00976,TR01457,ST0027,09:42:00,21:36:00,0,31,49,2
SE00977,TR01027,ST0094,17:44:00,21:57:00,0,13,192,
SE00978,TR01237,ST0072,22:34:00,07:29:00,0,49,106,1
SE00979,TR01296,ST0083,06:23:00,05:23:00,0,47,68,A
SE00980,TR00101,ST0019,06:48:00,06:40:00,300,28,99,
SE00981,TR01194,ST0093,17:08:00,06:17:00,300,105,11,2
SE00982,TR00375,ST0231,20:18:00,07:45:00,600,24,139,A
SE00983,TR00143,ST0083,06:21:00,19:08:00,120,108,121,
SE00984,TR01028,ST0208,17:50:00,05:50:00,300,122,102,B
SE00985,TR00406,ST0107,12:40:00,22:08:00,600,141,43,1
SE00986,TR01131,ST0015,10:55:00,18:54:00,180,19,36,
SE00987,TR00895,ST0010,23:47:00,09:11:00,300,58,142,1
SE00988,TR00698,ST0168,13:02:00,08:41:00,0,171,98,B
SE00989,TR00035,ST0199,11:43:00,09:37:00,300,44,12,Quai Nord
SE00990,TR00527,ST0131,05:35:00,18:06:00,0,162,47,Quai Sud
SE00991,TR00292,ST0043,09:02:00,21:18:00,120,19,187,
SE00992,TR01271,ST0153,21:56:00,18:24:00,60,180,171,Quai Nord
SE00993,TR00739,ST0147,23:54:00,10:06:00,0,59,198,Quai Nord
SE00994,TR00072,ST0026,22:45:00,09:51:00,300,156,157,2
SE00995,TR00693,ST0058,08:06:00,08:48:00,60,151,71,1
SE00996,TR00653,ST0245,22:47:00,07:12:00,0,36,155,B
SE00997,TR01395,ST0055,06:18:00,10:58:00,60,8,113,
SE00998,TR00624,ST0007,22:04:00,14:27:00,60,81,173,Quai Sud
SE00999,TR00383,ST0079,23:41:00,15:33:00,0,189,105,Quai Nord
SE01000,TR00901,ST0177,17:50:00,08:25:00,300,114,166,1
SE01001,TR00722,ST0195,08:07:00,07:48:00,600,166,142,Quai Sud
SE01002,TR00345,ST0038,19:30:00,20:46:00,300,99,74,B
SE01003,TR00283,ST0061,13:44:00,19:32:00,0,36,59,A
SE01004,TR00459,ST0163,11:26:00,16:27:00,60,137,27,B
SE01005,TR01041,ST0227,16:30:00,10:55:00,120,78,193,1
SE01006,TR00385,ST0173,23:38:00,14:57:00,0,173,62,
SE01007,TR00040,ST0117,05:25:00,08:08:00,120,131,63,2
SE01008,TR00361,ST0078,10:53:00,14:36:00,180,156,65,1
SE01009,TR01112,ST0092,19:07:00,21:18:00,300,89,131,1
SE01010,TR00871,ST0015,07:29:00,11:47:00,60,19,91,B
SE01011,TR00061,ST0055,11:30:00,09:41:00,180,73,165,2
SE01012,TR00388,ST0081,10:12:00,13:12:00,60,141,72,1
SE01013,TR01376,ST0036,18:48:00,08:32:00,0,34,138,1
SE01014,TR00694,ST0044,15:44:00,18:02:00,60,122,186,A
SE01015,TR00122,ST0045,15:55:00,20:57:00,600,120,69,Quai Nord
SE01016,TR01319,ST0068,14:53:00,07:08:00,180,90,117,1
SE01017,TR00614,ST0103,14:00:00,12:02:00,0,115,83,2
SE01018,TR00192,ST0204,23:50:00,22:11:00,120,0,88,B
SE01019,TR00062,ST0051,23:34:00,12:24:00,600,191,170,A
SE01020,TR01097,ST0008,09:43:00,11:18:00,0,66,69,Quai Sud
SE01021,TR01031,ST0158,23:54:00,08:09:00,600,87,151,A
SE01022,TR00749,ST0162,22:10:00,22:52:00,600,19,79,A
SE01023,TR01174,ST0042,11:08:00,19:28:00,0,97,15,Quai Nord
SE01024,TR00612,ST0183,21:56:00,12:44:00,60,2,61,
SE01025,TR00509,ST0026,19:46:00,15:19:00,0,35,58,A
SE01026,TR00823,ST0059,21:44:00,19:47:00,60,59,183,A
SE01027,TR00670,ST0197,22:40:00,10:55:00,120,75,190,A
SE01028,TR01450,ST0244,20:15:00,05:25:00,0,125,7,B
SE01029,TR01143,ST0071,05:14:00,07:30:00,60,63,24,
SE01030,TR00694,ST0238,20:51:00,05:30:00,180,78,198,Quai Sud
SE01031,TR00766,ST0034,07:46:00,10:54:00,0,73,4,1
SE01032,TR00335,ST0187,07:52:00,23:33:00,600,37,155,1
SE01033,TR00110,ST0020,14:35:00,15:03:00,600,118,102,A
SE01034,TR01189,ST0009,10:53:00,10:47:00,0,40,72,
SE01035,TR01093,ST0052,07:26:00,16:57:00,180,61,40,Quai Nord
SE01036,TR00534,ST0204,11:07:00,09:41:00,180,174,196,1
SE01037,TR01394,ST0093,21:01:00,11:55:00,0,46,188,Quai Sud
SE01038,TR00755,ST0002,08:46:00,06:19:00,300,28,27,B
SE01039,TR00858,ST0110,16:59:00,22:46:00,300,48,121,
SE01040,TR00635,ST0104,20:11:00,09:27:00,600,175,125,A
SE01041,TR00889,ST0124,20:19:00,06:40:00,0,195,158,
SE01042,TR00655,ST0109,13:54:00,20:41:00,0,33,102,Quai Nord
SE01043,TR01448,ST0060,05:43:00,09:18:00,60,195,93,A
SE01044,TR00707,ST0057,09:11:00,05:38:00,0,94,28,Quai Sud
SE01045,TR01129,ST0074,17:06:00,12:30:00,120,147,153,Quai Nord
SE01046,TR00516,ST0177,23:24:00,21:12:00,120,55,120,B
SE01047,TR00580,ST0109,13:37:00,09:04:00,300,11,103,A
SE01048,TR00997,ST0223,15:16:00,14:36:00,60,43,176,2
SE01049,TR00412,ST0011,07:20:00,06:35:00,0,0,62,Quai Nord
SE01050,TR00195,ST0104,07:09:00,08:29:00,0,103,115,
SE01051,TR00588,ST0217,09:21:00,13:00:00,0,30,106,2
SE01052,TR01377,ST0148,20:49:00,13:55:00,300,21,166,2
SE01053,TR00727,ST0190,15:21:00,14:35:00,300,152,27,A
SE01054,TR00848,ST0032,20:08:00,08:26:00,60,32,137,1
SE01055,TR00477,ST0143,07:49:00,17:07:00,0,19,85,1
SE01056,TR01119,ST0041,11:59:00,06:11:00,300,148,29,1
SE01057,TR00783,ST0211,10:13:00,09:03:00,180,77,72,
SE01058,TR00449,ST0031,18:06:00,19:29:00,60,93,94,2
SE01059,TR00080,ST0179,19:40:00,07:57:00,60,78,193,A
SE01060,TR00064,ST0007,15:40:00,07:59:00,120,121,80,2
SE01061,TR01203,ST0223,13:38:00,19:12:00,60,90,103,B
SE01062,TR00135,ST0061,22:45:00,12:36:00,180,110,77,Quai Nord
SE01063,TR01461,ST0219,16:01:00,09:48:00,0,110,104,Quai Nord
SE01064,TR00087,ST0197,19:12:00,22:05:00,0,108,32,A
SE01065,TR00885,ST0129,20:16:00,09:46:00,0,119,176,2
SE01066,TR00053,ST0135,19:08:00,06:01:00,0,64,109,A
SE01067,TR00547,ST0244,09:29:00,14:05:00,0,139,184,B
SE01068,TR01288,ST0148,05:14:00,10:37:00,60,97,21,
SE01069,TR01458,ST0132,16:04:00,18:05:00,600,30,34,2
SE01070,TR01286,ST0184,23:44:00,06:36:00,0,114,21,A
SE01071,TR01175,ST0031,08:09:00,06:07:00,600,88,82,Quai Nord
SE01072,TR00036,ST0142,23:04:00,14:13:00,0,114,182,
SE01073,TR01447,ST0170,11:51:00,06:15:00,120,71,121,1
SE01074,TR01401,ST0134,07:10:00,15:53:00,300,139,7,Quai Nord
SE01075,TR00219,ST0223,21:13:00,20:49:00,600,146,116,2
SE01076,TR00231,ST0067,05:38:00,06:34:00,60,137,40,Quai Nord
SE01077,TR00535,ST0118,07:06:00,22:37:00,180,127,180,
SE01078,TR01320,ST0243,18:48:00,10:01:00,0,165,16,Quai Sud
SE01079,TR01324,ST0070,09:55:00,09:59:00,300,5,165,Quai Nord
SE01080,TR00792,ST0081,14:17:00,12:10:00,0,159,83,1
SE01081,TR01252,ST0039,11:17:00,16:36:00,0,6,149,
SE01082,TR00066,ST0069,09:42:00,19:03:00,0,44,133,B
SE01083,TR00708,ST0040,08:46:00,05:08:00,60,173,137,1
SE01084,TR00738,ST0178,11:26:00,20:07:00,0,58,45,1
SE01085,TR00087,ST0104,19:38:00,20:32:00,120,133,161,Quai Nord
SE01086,TR01423,ST0031,16:47:00,05:40:00,120,9,99,
SE01087,TR00979,ST0198,18:48:00,21:22:00,180,171,56,A
SE01088,TR00002,ST0033,20:40:00,20:43:00,300,101,195,2
SE01089,TR01071,ST0096,06:13:00,15:16:00,300,35,122,Quai Sud
SE01090,TR00221,ST0034,18:04:00,11:49:00,180,156,32,B
SE01091,TR00287,ST0087,05:40:00,06:06:00,120,183,33,Quai Nord
SE01092,TR01285,ST0040,07:25:00,23:31:00,0,148,116,B
SE01093,TR00436,ST0066,17:00:00,19:46:00,0,24,144,A
SE01094,TR00077,ST0148,21:49:00,15:27:00,600,152,28,A
SE01095,TR00178,ST0064,07:20:00,19:14:00,600,104,192,2
SE01096,TR01309,ST0230,16:12:00,08:30:00,180,28,144,B
SE01097,TR00225,ST0100,21:00:00,06:42:00,0,8,91,
SE01098,TR00408,ST0100,17:12:00,17:14:00,300,41,143,B
SE01099,TR01015,ST0199,22:13:00,20:08:00,600,177,72,1
SE01100,TR01101,ST0239,05:23:00,23:38:00,0,88,95,2
SE01101,TR01142,ST0035,20:31:00,20:00:00,180,71,32,Quai Nord
SE01102,TR00387,ST0040,18:07:00,13:35:00,300,69,195,Quai Nord
SE01103,TR00135,ST0013,09:58:00,14:41:00,120,151,94,
SE01104,TR01336,ST0162,21:12:00,23:39:00,0,48,35,B
SE01105,TR00440,ST0045,12:59:00,06:04:00,120,129,28,2
SE01106,TR01149,ST0089,08:35:00,10:56:00,0,131,41,1
SE01107,TR00390,ST0208,17:32:00,07:44:00,0,69,166,
SE01108,TR01245,ST0200,10:29:00,12:20:00,0,123,133,Quai Sud
SE01109,TR00521,ST0102,09:05:00,19:03:00,0,38,183,2
SE01110,TR00253,ST0139,21:27:00,17:31:00,300,23,149,B
SE01111,TR00863,ST0171,17:36:00,15:23:00,300,24,157,Quai Nord
SE01112,TR00720,ST0148,05:45:00,22:39:00,60,1,39,A
SE01113,TR01389,ST0195,11:38:00,15:29:00,60,25,73,2
SE01114,TR00407,ST0212,17:32:00,12:35:00,300,78,8,Quai Nord
SE01115,TR01304,ST0013,12:50:00,17:50:00,600,56,127,B
SE01116,TR00249,ST0105,09:00:00,07:48:00,0,132,150,2
SE01117,TR01202,ST0138,12:02:00,19:40:00,0,175,128,B
SE01118,TR01029,ST0067,05:52:00,21:31:00,0,131,78,2
SE01119,TR01178,ST0014,05:21:00,11:35:00,120,132,195,A
SE01120,TR01372,ST0088,11:24:00,15:56:00,0,6,98,
SE01121,TR00309,ST0037,19:46:00,23:25:00,180,0,173,1
SE01122,TR00241,ST0209,10:26:00,15:12:00,600,59,91,2
SE01123,TR01383,ST0137,19:34:00,07:09:00,0,97,120,A
SE01124,TR01180,ST0104,22:20:00,20:57:00,0,135,159,1
SE01125,TR00067,ST0134,16:15:00,23:16:00,0,37,180,
SE01126,TR01436,ST0206,08:37:00,18:49:00,0,161,84,Quai Nord
SE01127,TR00116,ST0224,22:05:00,15:24:00,0,67,76,Quai Nord
SE01128,TR00192,ST0211,08:36:00,10:45:00,0,16,122,
SE01129,TR00479,ST0026,15:04:00,17:14:00,180,107,52,2
SE01130,TR00346,ST0070,14:30:00,11:46:00,180,175,170,Quai Nord
SE01131,TR00895,ST0087,15:30:00,16:52:00,180,5,119,
SE01132,TR01282,ST0159,23:51:00,23:25:00,120,74,28,
SE01133,TR00231,ST0238,16:14:00,11:42:00,0,38,196,B
SE01134,TR00001,ST0031,07:22:00,23:30:00,0,105,174,1
SE01135,TR00046,ST0167,06:37:00,10:12:00,0,35,188,
SE01136,TR01281,ST0056,18:17:00,10:17:00,600,63,177,2
SE01137,TR00829,ST0011,12:04:00,16:04:00,0,171,127,B
SE01138,TR01137,ST0076,12:04:00,11:56:00,0,34,72,
SE01139,TR00191,ST0121,19:59:00,06:05:00,0,199,75,2
SE01140,TR00049,ST0006,09:44:00,08:09:00,180,29,199,A
SE01141,TR00696,ST0149,18:57:00,07:11:00,600,60,146,2
SE01142,TR01055,ST0014,14:27:00,10:30:00,600,153,139,Quai Nord
SE01143,TR00246,ST0198,20:44:00,14:09:00,600,156,67,
SE01144,TR00796,ST0141,23:11:00,23:13:00,0,193,1,2
SE01145,TR00821,ST0041,10:32:00,09:12:00,180,30,177,1
SE01146,TR01105,ST0138,11:49:00,11:28:00,60,123,103,A
SE01147,TR01400,ST0224,11:03:00,09:54:00,0,105,30,1
SE01148,TR00456,ST0063,11:02:00,21:00:00,300,4,122,Quai Sud
SE01149,TR00928,ST0149,06:31:00,23:04:00,60,138,132,Quai Sud
SE01150,TR00139,ST0152,18:40:00,17:45:00,180,64,56,1
SE01151,TR00130,ST0146,05:43:00,05:32:00,60,68,154,Quai Nord
SE01152,TR00941,ST0068,17:25:00,12:19:00,0,30,190,B
SE01153,TR00473,ST0143,16:33:00,18:44:00,600,29,172,A
SE01154,TR00264,ST0072,20:01:00,16:54:00,600,16,23,Quai Nord
