reading_id,meter_id,reading_date,reading_value,unit,reading_type,reported_by,validated
RDG000739,MTR000277,2025-06-02,4713.85,m3,estimated,customer,true
RDG000740,MTR000026,2024-03-31,4797.33,m3,estimated,technician,false
RDG000741,MTR000216,2024-08-16,4474.04,m3,estimated,customer,false
RDG000742,MTR000154,2023-05-30,51.75,m3,smart_auto,smart_meter,false
RDG000743,MTR000160,2025-06-09,3210.45,kWh,smart_auto,customer,true
RDG000744,MTR000387,2022-10-22,2081.36,m3,estimated,customer,true
RDG000745,MTR000201,2025-08-16,3942.25,m3,estimated,technician,false
RDG000746,MTR000100,2023-12-19,3803.74,kWh,actual,customer,true
RDG000747,MTR000072,2022-09-10,4468.56,m3,smart_auto,smart_meter,false
RDG000748,MTR000345,2024-06-27,2362.51,kWh,actual,smart_meter,true
RDG000749,MTR000390,2025-07-28,1670.97,m3,actual,smart_meter,true
RDG000750,MTR000269,2025-07-11,557.93,m3,smart_auto,technician,true
RDG000751,MTR000339,2022-09-13,6630.25,kWh,smart_auto,smart_meter,false
RDG000752,MTR000233,2023-12-01,2389.78,kWh,estimated,customer,true
RDG000753,MTR000131,2024-08-13,1781.28,kWh,estimated,smart_meter,true
RDG000754,MTR000364,2024-09-24,3472.61,m3,estimated,customer,false
RDG000755,MTR000053,2025-05-20,1419.74,kWh,smart_auto,technician,true
RDG000756,MTR000341,2025-12-07,2497.93,m3,estimated,technician,true
RDG000757,MTR000327,2023-07-28,570.69,m3,smart_auto,smart_meter,true
RDG000758,MTR000129,2023-11-05,3219.31,m3,estimated,smart_meter,true
RDG000759,MTR000183,2022-07-27,461.31,m3,smart_auto,technician,true
RDG000760,MTR000300,2025-04-25,2500.13,m3,estimated,smart_meter,true
RDG000761,MTR000054,2025-12-22,14959.81,kWh,estimated,smart_meter,false
RDG000762,MTR000290,2024-11-28,5699.75,kWh,smart_auto,technician,true
RDG000763,MTR000309,2025-08-09,1706.19,kWh,actual,smart_meter,true
RDG000764,MTR000061,2023-05-04,4835.31,m3,estimated,smart_meter,false
RDG000765,MTR000364,2024-05-13,4523.76,m3,estimated,smart_meter,false
RDG000766,MTR000021,2024-06-20,1769.16,m3,estimated,smart_meter,false
RDG000767,MTR000020,2025-07-10,4703.98,m3,smart_auto,technician,false
RDG000768,MTR000014,2023-01-06,1119.4,m3,actual,smart_meter,true
RDG000769,MTR000051,2024-04-24,4454.92,kWh,actual,smart_meter,true
RDG000770,MTR000130,2025-10-30,5442.98,kWh,estimated,technician,true
RDG000771,MTR000142,2022-04-08,6745.5,kWh,estimated,technician,false
RDG000772,MTR000326,2022-11-25,4021.29,kWh,actual,smart_meter,false
RDG000773,MTR000332,2024-04-01,4896.03,kWh,estimated,customer,true
RDG000774,MTR000046,2025-06-16,1702.13,m3,smart_auto,smart_meter,true
RDG000775,MTR000163,2022-07-27,4151.98,m3,smart_auto,customer,false
RDG000776,MTR000208,2024-10-15,4762.57,kWh,smart_auto,customer,true
RDG000777,MTR000104,2025-12-19,1360.17,m3,estimated,technician,true
RDG000778,MTR000225,2022-11-23,13447.13,kWh,actual,technician,true
RDG000779,MTR000058,2023-09-28,2927.87,kWh,smart_auto,smart_meter,false
RDG000780,MTR000287,2025-02-20,4513.44,kWh,smart_auto,customer,true
RDG000781,MTR000317,2023-02-11,3493.4,m3,actual,customer,false
RDG000782,MTR000307,2025-09-20,4577.75,m3,estimated,technician,true
RDG000783,MTR000367,2023-12-26,5168.44,kWh,estimated,customer,true
RDG000784,MTR000054,2023-08-25,12690.64,kWh,smart_auto,smart_meter,true
RDG000785,MTR000166,2024-06-25,14991.64,kWh,actual,customer,false
RDG000786,MTR000080,2023-07-15,3354.23,m3,actual,technician,true
RDG000787,MTR000356,2023-05-18,14750.61,kWh,actual,technician,false
RDG000788,MTR000111,2023-08-31,2266.11,kWh,actual,customer,false
RDG000789,MTR000248,2024-04-28,12585.17,kWh,smart_auto,smart_meter,false
RDG000790,MTR000099,2024-11-28,2091.0,m3,smart_auto,technician,false
RDG000791,MTR000295,2024-03-03,4448.59,m3,smart_auto,technician,false
RDG000792,MTR000187,2023-06-24,12071.05,kWh,estimated,technician,true
RDG000793,MTR000121,2024-01-02,1634.77,m3,actual,smart_meter,true
RDG000794,MTR000165,2025-12-09,4306.73,m3,actual,smart_meter,false
RDG000795,MTR000066,2024-11-05,528.28,m3,smart_auto,technician,false
RDG000796,MTR000161,2025-05-22,568.8,m3,actual,smart_meter,true
RDG000797,MTR000368,2025-02-08,3525.62,m3,actual,technician,true
RDG000798,MTR000295,2024-07-31,4191.24,m3,smart_auto,technician,true
RDG000799,MTR000303,2022-12-17,6599.15,kWh,actual,smart_meter,true
RDG000800,MTR000287,2023-12-13,9789.14,kWh,estimated,smart_meter,true
RDG000801,MTR000033,2022-05-14,10261.9,kWh,smart_auto,technician,false
RDG000802,MTR000130,2022-02-26,14215.53,kWh,smart_auto,smart_meter,true
RDG000803,MTR000221,2022-10-01,3535.88,m3,estimated,customer,false
RDG000804,MTR000232,2025-11-28,4716.4,kWh,smart_auto,technician,true
RDG000805,MTR000120,2024-11-06,8590.87,kWh,estimated,customer,false
RDG000806,MTR000349,2022-01-14,8844.4,kWh,smart_auto,customer,false
RDG000807,MTR000387,2022-09-03,1823.83,m3,actual,smart_meter,true
RDG000808,MTR000272,2022-11-27,6264.3,kWh,smart_auto,customer,true
RDG000809,MTR000308,2023-01-03,3879.98,m3,actual,customer,false
RDG000810,MTR000254,2023-11-11,3656.9,m3,actual,customer,true
RDG000811,MTR000294,2025-11-04,3519.6,m3,estimated,technician,true
RDG000812,MTR000357,2023-12-05,2398.32,m3,actual,customer,true
RDG000813,MTR000182,2024-05-31,928.18,m3,estimated,technician,true
RDG000814,MTR000095,2023-02-15,3981.53,kWh,actual,technician,false
RDG000815,MTR000325,2024-07-14,453.76,m3,actual,smart_meter,true
RDG000816,MTR000011,2022-05-05,13201.59,kWh,smart_auto,customer,false
RDG000817,MTR000192,2022-01-04,522.68,m3,smart_auto,customer,true
RDG000818,MTR000168,2022-02-26,5832.83,kWh,smart_auto,smart_meter,true
RDG000819,MTR000036,2023-01-22,14340.1,kWh,smart_auto,smart_meter,true
RDG000820,MTR000094,2023-12-09,8074.69,kWh,actual,smart_meter,true
RDG000821,MTR000308,2022-12-29,1902.13,m3,estimated,smart_meter,true
RDG000822,MTR000260,2024-06-30,2317.86,kWh,actual,smart_meter,true
RDG000823,MTR000276,2022-09-04,4446.76,m3,estimated,technician,true
RDG000824,MTR000179,2025-04-23,3431.01,m3,smart_auto,customer,true
RDG000825,MTR000255,2022-11-14,1006.14,m3,smart_auto,technician,true
RDG000826,MTR000338,2024-03-07,8264.91,kWh,estimated,customer,false
RDG000827,MTR000284,2023-05-20,1075.41,kWh,estimated,customer,true
RDG000828,MTR000252,2024-04-07,2906.27,kWh,actual,technician,true
RDG000829,MTR000246,2025-09-12,4063.99,m3,smart_auto,smart_meter,true
RDG000830,MTR000267,2025-09-03,1455.21,kWh,estimated,smart_meter,false
RDG000831,MTR000295,2024-12-04,3525.92,m3,estimated,smart_meter,false
RDG000832,MTR000103,2022-10-05,1448.68,m3,estimated,customer,true
RDG000833,MTR000321,2024-06-10,2160.28,m3,estimated,customer,true
RDG000834,MTR000013,2023-10-21,2481.64,m3,smart_auto,technician,false
RDG000835,MTR000200,2023-08-12,1564.19,m3,smart_auto,smart_meter,true
RDG000836,MTR000271,2023-01-21,12485.73,kWh,actual,technician,false
RDG000837,MTR000383,2025-01-16,4506.37,m3,actual,smart_meter,true
RDG000838,MTR000379,2022-02-27,814.54,kWh,actual,technician,true
RDG000839,MTR000097,2025-01-06,5341.31,kWh,actual,smart_meter,true
RDG000840,MTR000379,2023-01-01,7674.78,kWh,smart_auto,technician,false
RDG000841,MTR000358,2023-03-16,271.37,m3,actual,technician,true
RDG000842,MTR000114,2022-05-30,3576.43,m3,smart_auto,customer,true
RDG000843,MTR000106,2025-06-09,8610.07,kWh,actual,customer,true
RDG000844,MTR000106,2022-08-27,13514.78,kWh,estimated,customer,true
RDG000845,MTR000338,2023-11-09,12223.2,kWh,actual,technician,true
RDG000846,MTR000191,2024-04-03,13772.0,kWh,actual,customer,true
RDG000847,MTR000307,2025-10-01,1268.56,m3,estimated,technician,false
RDG000848,MTR000293,2025-07-06,10681.57,kWh,estimated,customer,false
RDG000849,MTR000378,2024-04-18,13714.67,kWh,smart_auto,customer,true
RDG000850,MTR000212,2023-01-24,5719.26,kWh,estimated,technician,false
RDG000851,MTR000006,2024-03-20,3151.36,m3,actual,smart_meter,true
RDG000852,MTR000066,2023-04-02,3331.67,m3,actual,smart_meter,true
RDG000853,MTR000060,2024-09-27,2467.97,kWh,actual,customer,false
RDG000854,MTR000168,2023-06-10,2593.76,kWh,smart_auto,smart_meter,false
RDG000855,MTR000204,2023-08-10,1459.79,m3,estimated,smart_meter,true
RDG000856,MTR000056,2024-03-19,11438.74,kWh,actual,customer,false
RDG000857,MTR000255,2024-11-27,1043.9,m3,actual,technician,true
RDG000858,MTR000056,2022-03-19,1759.96,kWh,estimated,customer,true
RDG000859,MTR000391,2022-05-19,10434.89,kWh,actual,technician,false
RDG000860,MTR000190,2022-10-20,6627.82,kWh,estimated,smart_meter,true
RDG000861,MTR000340,2023-01-23,4671.4,m3,actual,smart_meter,true
RDG000862,MTR000023,2022-11-09,2865.57,m3,estimated,technician,true
RDG000863,MTR000180,2025-08-12,2337.08,m3,actual,technician,true
RDG000864,MTR000079,2024-11-01,4736.77,m3,actual,customer,true
RDG000865,MTR000322,2025-09-09,1011.98,m3,smart_auto,technician,true
RDG000866,MTR000226,2023-05-19,393.45,m3,smart_auto,smart_meter,true
RDG000867,MTR000286,2025-01-25,2500.36,kWh,estimated,customer,true
RDG000868,MTR000351,2024-11-26,1070.46,kWh,smart_auto,customer,false
RDG000869,MTR000369,2023-10-21,2631.74,kWh,estimated,customer,true
RDG000870,MTR000054,2022-01-13,10296.32,kWh,estimated,customer,false
RDG000871,MTR000030,2025-03-07,4077.85,m3,actual,customer,false
RDG000872,MTR000019,2022-06-01,2840.01,m3,actual,smart_meter,true
RDG000873,MTR000293,2023-08-02,9707.37,kWh,smart_auto,smart_meter,true
RDG000874,MTR000231,2023-05-02,13662.59,kWh,smart_auto,technician,false
RDG000875,MTR000129,2025-07-27,1758.47,m3,estimated,technician,true
RDG000876,MTR000233,2024-01-08,8093.17,kWh,actual,customer,true
RDG000877,MTR000327,2024-03-06,3668.34,m3,estimated,customer,true
RDG000878,MTR000379,2023-09-07,411.96,kWh,actual,customer,true
RDG000879,MTR000211,2025-01-13,10689.22,kWh,actual,technician,true
RDG000880,MTR000321,2024-04-11,1797.06,m3,estimated,technician,true
RDG000881,MTR000376,2024-03-06,2288.94,m3,estimated,technician,true
RDG000882,MTR000167,2022-09-30,3343.6,m3,smart_auto,smart_meter,true
RDG000883,MTR000126,2023-01-27,1123.95,m3,smart_auto,customer,false
RDG000884,MTR000338,2024-01-15,11783.47,kWh,estimated,smart_meter,true
RDG000885,MTR000192,2023-03-14,3237.8,m3,estimated,customer,true
RDG000886,MTR000056,2024-07-15,8188.15,kWh,estimated,smart_meter,true
RDG000887,MTR000027,2023-11-23,3071.21,kWh,smart_auto,customer,false
RDG000888,MTR000197,2024-06-03,14063.12,kWh,actual,technician,true
RDG000889,MTR000356,2025-03-08,3176.15,kWh,smart_auto,customer,true
RDG000890,MTR000382,2022-11-16,3419.12,m3,smart_auto,technician,false
RDG000891,MTR000102,2023-10-11,2345.18,kWh,estimated,customer,false
RDG000892,MTR000067,2024-09-23,11463.04,kWh,estimated,smart_meter,false
RDG000893,MTR000272,2022-03-14,11056.23,kWh,smart_auto,customer,true
RDG000894,MTR000044,2022-04-19,156.26,m3,estimated,customer,true
RDG000895,MTR000183,2022-11-05,1054.88,m3,actual,technician,true
RDG000896,MTR000186,2023-10-09,9386.15,kWh,smart_auto,technician,true
RDG000897,MTR000174,2023-08-17,3532.84,m3,estimated,customer,false
RDG000898,MTR000082,2022-11-08,4509.04,m3,actual,technician,true
RDG000899,MTR000273,2024-04-19,4555.65,m3,actual,smart_meter,false
RDG000900,MTR000322,2023-07-30,2374.36,m3,smart_auto,customer,true
RDG000901,MTR000340,2024-06-30,4729.74,m3,actual,customer,true
RDG000902,MTR000196,2024-09-03,7144.92,kWh,actual,customer,false
RDG000903,MTR000353,2024-01-13,4939.48,m3,estimated,smart_meter,false
RDG000904,MTR000094,2022-02-10,6765.27,kWh,estimated,smart_meter,false
RDG000905,MTR000177,2022-06-24,4433.74,m3,estimated,customer,true
RDG000906,MTR000070,2025-10-19,9398.06,kWh,estimated,customer,true
RDG000907,MTR000343,2025-07-22,3037.26,kWh,estimated,technician,false
RDG000908,MTR000043,2024-10-10,1805.82,m3,actual,smart_meter,false
RDG000909,MTR000214,2024-01-18,4958.92,m3,estimated,customer,false
RDG000910,MTR000144,2022-02-18,4911.08,m3,estimated,technician,true
RDG000911,MTR000027,2025-12-05,9776.14,kWh,estimated,technician,true
RDG000912,MTR000222,2023-07-13,1720.71,m3,smart_auto,smart_meter,true
RDG000913,MTR000338,2025-02-03,1295.64,kWh,actual,customer,false
RDG000914,MTR000006,2022-02-09,3686.47,m3,estimated,technician,true
RDG000915,MTR000241,2022-03-15,1931.08,m3,smart_auto,smart_meter,true
RDG000916,MTR000357,2024-01-22,1906.95,m3,smart_auto,technician,true
RDG000917,MTR000363,2023-12-11,1743.54,m3,smart_auto,technician,false
RDG000918,MTR000099,2023-07-01,2469.71,m3,actual,technician,false
RDG000919,MTR000044,2023-10-15,4037.1,m3,smart_auto,customer,true
RDG000920,MTR000066,2022-08-08,4040.82,m3,actual,customer,true
RDG000921,MTR000192,2025-03-17,371.55,m3,actual,customer,true
RDG000922,MTR000005,2023-11-30,10874.3,kWh,smart_auto,customer,true
RDG000923,MTR000299,2024-08-01,9429.28,kWh,smart_auto,technician,false
RDG000924,MTR000055,2022-04-26,9227.22,kWh,smart_auto,customer,true
RDG000925,MTR000382,2023-01-16,4636.48,m3,actual,smart_meter,true
RDG000926,MTR000002,2025-11-05,6551.24,kWh,actual,customer,true
RDG000927,MTR000368,2023-10-19,443.09,m3,smart_auto,smart_meter,true
RDG000928,MTR000244,2025-12-21,4096.88,m3,estimated,smart_meter,false
RDG000929,MTR000096,2025-10-16,2372.59,m3,smart_auto,customer,true
RDG000930,MTR000095,2022-06-12,7663.01,kWh,actual,customer,true
RDG000931,MTR000074,2025-03-24,4396.97,m3,actual,smart_meter,true
RDG000932,MTR000360,2023-01-21,3820.25,m3,actual,technician,true
RDG000933,MTR000084,2025-04-28,5980.55,kWh,estimated,smart_meter,true
RDG000934,MTR000260,2023-03-23,9644.87,kWh,estimated,technician,true
RDG000935,MTR000377,2022-01-15,1241.81,m3,smart_auto,smart_meter,true
RDG000936,MTR000145,2022-05-13,11339.03,kWh,actual,customer,true
RDG000937,MTR000177,2022-05-04,4518.33,m3,smart_auto,technician,true
RDG000938,MTR000346,2024-07-02,3833.95,m3,actual,smart_meter,false
RDG000939,MTR000046,2024-01-11,1626.07,m3,smart_auto,smart_meter,false
RDG000940,MTR000348,2025-03-11,14393.51,kWh,estimated,smart_meter,true
RDG000941,MTR000231,2024-09-10,5435.88,kWh,estimated,technician,true
RDG000942,MTR000391,2025-01-23,7387.4,kWh,smart_auto,customer,true
RDG000943,MTR000301,2025-11-15,2641.24,kWh,estimated,technician,true
RDG000944,MTR000237,2024-04-05,4933.08,kWh,estimated,technician,true
RDG000945,MTR000079,2024-02-29,753.31,m3,estimated,customer,true
RDG000946,MTR000163,2025-07-18,1938.21,m3,actual,technician,true
RDG000947,MTR000008,2025-09-17,6572.28,kWh,actual,customer,false
RDG000948,MTR000095,2022-02-03,3333.21,kWh,estimated,technician,true
RDG000949,MTR000139,2022-02-14,1719.71,m3,estimated,technician,true
RDG000950,MTR000156,2025-01-30,4157.4,m3,estimated,customer,true
RDG000951,MTR000250,2024-10-19,9141.69,kWh,estimated,technician,true
RDG000952,MTR000250,2022-05-03,14539.59,kWh,estimated,customer,true
RDG000953,MTR000166,2025-05-29,10619.76,kWh,estimated,customer,true
RDG000954,MTR000266,2023-03-20,14155.74,kWh,estimated,technician,true
RDG000955,MTR000158,2023-11-25,9509.48,kWh,smart_auto,technician,false
RDG000956,MTR000317,2022-09-07,2173.54,m3,smart_auto,customer,false
RDG000957,MTR000145,2024-02-04,5182.35,kWh,smart_auto,customer,true
RDG000958,MTR000290,2022-05-10,14559.42,kWh,actual,technician,true
RDG000959,MTR000214,2023-10-31,1268.24,m3,smart_auto,customer,true
RDG000960,MTR000325,2024-09-02,4582.9,m3,estimated,smart_meter,true
RDG000961,MTR000296,2025-12-01,3979.4,m3,actual,customer,true
RDG000962,MTR000324,2023-04-14,2882.76,m3,smart_auto,smart_meter,false
RDG000963,MTR000122,2023-05-26,12218.5,kWh,estimated,smart_meter,true
RDG000964,MTR000010,2022-07-15,1601.63,m3,estimated,customer,false
RDG000965,MTR000165,2024-10-02,452.47,m3,estimated,smart_meter,false
RDG000966,MTR000137,2024-03-08,1097.19,kWh,actual,technician,false
RDG000967,MTR000074,2022-05-01,1850.72,m3,estimated,customer,true
RDG000968,MTR000325,2023-12-31,65.11,m3,smart_auto,technician,false
RDG000969,MTR000075,2023-10-18,3929.24,m3,estimated,technician,false
RDG000970,MTR000275,2025-08-15,1040.29,m3,actual,smart_meter,false
RDG000971,MTR000062,2022-05-05,1513.32,m3,smart_auto,customer,false
RDG000972,MTR000259,2024-02-10,4308.6,kWh,estimated,smart_meter,true
RDG000973,MTR000153,2022-10-23,3988.72,kWh,estimated,customer,true
RDG000974,MTR000334,2024-05-13,9695.43,kWh,actual,technician,true
RDG000975,MTR000398,2022-10-30,4553.54,m3,estimated,smart_meter,true
RDG000976,MTR000285,2024-06-28,827.04,m3,estimated,customer,true
RDG000977,MTR000234,2025-12-17,4211.65,kWh,smart_auto,technician,true
RDG000978,MTR000084,2023-10-24,8838.56,kWh,actual,customer,true
RDG000979,MTR000168,2024-01-26,8333.37,kWh,actual,technician,false
RDG000980,MTR000193,2025-07-11,8296.89,kWh,estimated,smart_meter,true
RDG000981,MTR000203,2025-06-09,931.09,m3,actual,smart_meter,true
RDG000982,MTR000166,2025-03-10,8527.69,kWh,actual,smart_meter,true
RDG000983,MTR000371,2022-09-28,3600.49,m3,estimated,customer,true
RDG000984,MTR000072,2024-12-06,800.27,m3,actual,smart_meter,true
RDG000985,MTR000048,2024-01-02,11344.43,kWh,estimated,customer,true
RDG000986,MTR000176,2024-10-05,11287.68,kWh,estimated,smart_meter,true
RDG000987,MTR000269,2024-03-21,2110.95,m3,smart_auto,customer,false
RDG000988,MTR000046,2024-07-07,4081.1,m3,actual,customer,true
RDG000989,MTR000117,2025-08-13,1234.36,m3,smart_auto,smart_meter,true
RDG000990,MTR000027,2025-11-29,9679.25,kWh,actual,technician,true
RDG000991,MTR000022,2023-04-22,1134.05,m3,actual,customer,false
RDG000992,MTR000164,2025-07-23,1648.6,m3,smart_auto,technician,true
RDG000993,MTR000262,2024-10-05,3839.41,m3,actual,smart_meter,false
RDG000994,MTR000357,2022-05-20,2103.95,m3,actual,customer,false
RDG000995,MTR000019,2025-04-08,1083.74,m3,estimated,customer,true
RDG000996,MTR000360,2024-01-24,449.11,m3,smart_auto,customer,true
RDG000997,MTR000109,2022-01-16,803.67,m3,smart_auto,smart_meter,false
RDG000998,MTR000145,2024-02-06,4058.14,kWh,smart_auto,technician,true
RDG000999,MTR000104,2023-06-09,3783.15,m3,estimated,customer,true
RDG001000,MTR000134,2025-08-25,1993.53,m3,estimated,technician,true
