enrollment_id,student_id,course_id,semester,year,grade,status
ENR000896,STU00068,CRS00046,Spring,2020,D,completed
ENR000897,STU00251,CRS00058,Spring,2023,B-,in_progress
ENR000898,STU00047,CRS00055,Summer,2022,B+,in_progress
ENR000899,STU00219,CRS00012,Summer,2020,C+,in_progress
ENR000900,STU00115,CRS00020,Summer,2023,W,enrolled
ENR000901,STU00149,CRS00060,Fall,2023,C-,withdrawn
ENR000902,STU00077,CRS00017,Fall,2022,D,in_progress
ENR000903,STU00152,CRS00073,Summer,2020,A-,enrolled
ENR000904,STU00263,CRS00014,Spring,2024,C,enrolled
ENR000905,STU00238,CRS00073,Spring,2022,B-,enrolled
ENR000906,STU00258,CRS00003,Summer,2020,W,in_progress
ENR000907,STU00092,CRS00024,Fall,2023,A-,in_progress
ENR000908,STU00153,CRS00041,Summer,2024,C-,in_progress
ENR000909,STU00136,CRS00044,Fall,2021,B+,enrolled
ENR000910,STU00133,CRS00014,Summer,2023,A,enrolled
ENR000911,STU00203,CRS00015,Fall,2020,W,in_progress
ENR000912,STU00236,CRS00052,Summer,2024,C-,withdrawn
ENR000913,STU00185,CRS00051,Fall,2022,B+,completed
ENR000914,STU00008,CRS00025,Fall,2020,I,completed
ENR000915,STU00014,CRS00027,Summer,2023,B+,completed
ENR000916,STU00224,CRS00069,Fall,2021,B-,in_progress
ENR000917,STU00076,CRS00061,Fall,2023,A-,completed
ENR000918,STU00079,CRS00057,Spring,2023,A,in_progress
ENR000919,STU00300,CRS00032,Spring,2021,F,in_progress
ENR000920,STU00027,CRS00043,Fall,2020,W,in_progress
ENR000921,STU00213,CRS00064,Summer,2024,I,withdrawn
ENR000922,STU00019,CRS00063,Spring,2023,D,in_progress
ENR000923,STU00119,CRS00008,Fall,2024,C,withdrawn
ENR000924,STU00284,CRS00009,Summer,2022,C,in_progress
ENR000925,STU00060,CRS00064,Summer,2024,C+,in_progress
ENR000926,STU00224,CRS00003,Spring,2021,I,completed
ENR000927,STU00241,CRS00045,Fall,2023,D,completed
ENR000928,STU00174,CRS00078,Fall,2023,B-,in_progress
ENR000929,STU00214,CRS00047,Fall,2023,F,completed
ENR000930,STU00145,CRS00012,Fall,2023,B+,completed
ENR000931,STU00081,CRS00078,Fall,2023,C,in_progress
ENR000932,STU00156,CRS00031,Summer,2021,A,enrolled
ENR000933,STU00184,CRS00034,Summer,2022,B+,completed
ENR000934,STU00258,CRS00005,Spring,2020,C,enrolled
ENR000935,STU00117,CRS00016,Fall,2024,C-,withdrawn
ENR000936,STU00175,CRS00046,Summer,2020,B-,completed
ENR000937,STU00264,CRS00078,Summer,2020,A,in_progress
ENR000938,STU00235,CRS00015,Summer,2020,F,enrolled
ENR000939,STU00288,CRS00006,Fall,2024,B+,enrolled
ENR000940,STU00106,CRS00047,Summer,2021,B-,in_progress
ENR000941,STU00260,CRS00064,Fall,2020,W,withdrawn
ENR000942,STU00172,CRS00018,Fall,2020,C-,in_progress
ENR000943,STU00004,CRS00032,Spring,2023,B-,completed
ENR000944,STU00044,CRS00035,Summer,2022,C,withdrawn
ENR000945,STU00126,CRS00020,Spring,2024,B,completed
ENR000946,STU00220,CRS00053,Spring,2023,D,withdrawn
ENR000947,STU00016,CRS00057,Fall,2021,I,enrolled
ENR000948,STU00044,CRS00044,Spring,2022,B+,in_progress
ENR000949,STU00032,CRS00051,Summer,2020,W,completed
ENR000950,STU00295,CRS00008,Spring,2024,C,in_progress
ENR000951,STU00284,CRS00039,Spring,2022,A,withdrawn
ENR000952,STU00271,CRS00079,Summer,2021,C,in_progress
ENR000953,STU00106,CRS00070,Summer,2024,W,in_progress
ENR000954,STU00177,CRS00052,Spring,2021,A-,enrolled
ENR000955,STU00276,CRS00043,Summer,2023,I,completed
ENR000956,STU00267,CRS00070,Fall,2022,A-,withdrawn
ENR000957,STU00267,CRS00044,Fall,2021,A,withdrawn
ENR000958,STU00124,CRS00039,Summer,2023,A-,enrolled
ENR000959,STU00191,CRS00034,Spring,2024,A-,enrolled
ENR000960,STU00064,CRS00058,Summer,2022,I,enrolled
ENR000961,STU00233,CRS00044,Summer,2021,F,completed
ENR000962,STU00180,CRS00039,Summer,2022,I,completed
ENR000963,STU00194,CRS00067,Fall,2021,C+,completed
ENR000964,STU00185,CRS00059,Fall,2020,I,in_progress
ENR000965,STU00211,CRS00011,Fall,2020,C,completed
ENR000966,STU00244,CRS00028,Fall,2023,C+,in_progress
ENR000967,STU00287,CRS00067,Spring,2023,F,in_progress
ENR000968,STU00217,CRS00057,Summer,2023,C,completed
ENR000969,STU00074,CRS00065,Spring,2021,I,in_progress
ENR000970,STU00067,CRS00066,Fall,2024,I,completed
ENR000971,STU00234,CRS00061,Summer,2020,B+,withdrawn
ENR000972,STU00061,CRS00078,Fall,2023,A-,withdrawn
ENR000973,STU00293,CRS00038,Summer,2020,B+,enrolled
ENR000974,STU00191,CRS00040,Spring,2022,B-,in_progress
ENR000975,STU00015,CRS00019,Summer,2021,C,enrolled
ENR000976,STU00157,CRS00037,Fall,2021,I,in_progress
ENR000977,STU00002,CRS00016,Spring,2024,A-,enrolled
ENR000978,STU00214,CRS00062,Spring,2024,F,in_progress
ENR000979,STU00173,CRS00049,Summer,2023,F,completed
ENR000980,STU00071,CRS00065,Spring,2023,W,in_progress
ENR000981,STU00077,CRS00042,Summer,2020,W,in_progress
ENR000982,STU00199,CRS00030,Spring,2023,D,enrolled
ENR000983,STU00227,CRS00036,Fall,2020,I,enrolled
ENR000984,STU00293,CRS00040,Summer,2024,A-,enrolled
ENR000985,STU00099,CRS00080,Summer,2024,A,completed
ENR000986,STU00244,CRS00065,Fall,2020,W,completed
ENR000987,STU00010,CRS00036,Fall,2021,I,in_progress
ENR000988,STU00044,CRS00069,Spring,2024,C,enrolled
ENR000989,STU00252,CRS00003,Spring,2022,B+,in_progress
ENR000990,STU00013,CRS00068,Spring,2022,B-,enrolled
ENR000991,STU00059,CRS00013,Fall,2024,B-,completed
ENR000992,STU00094,CRS00033,Fall,2020,B-,in_progress
ENR000993,STU00087,CRS00008,Spring,2024,B+,enrolled
ENR000994,STU00030,CRS00039,Fall,2023,C+,completed
ENR000995,STU00212,CRS00042,Spring,2022,A-,enrolled
ENR000996,STU00104,CRS00031,Summer,2024,B,in_progress
ENR000997,STU00261,CRS00065,Fall,2023,B-,enrolled
ENR000998,STU00163,CRS00060,Spring,2024,A-,in_progress
ENR000999,STU00015,CRS00053,Fall,2021,B-,enrolled
ENR001000,STU00127,CRS00072,Spring,2021,F,in_progress
ENR001001,STU00229,CRS00011,Fall,2024,B+,withdrawn
ENR001002,STU00277,CRS00022,Summer,2021,C,in_progress
ENR001003,STU00022,CRS00001,Summer,2023,B-,completed
ENR001004,STU00001,CRS00008,Spring,2023,F,withdrawn
ENR001005,STU00195,CRS00045,Summer,2021,D,withdrawn
ENR001006,STU00024,CRS00021,Summer,2024,A-,withdrawn
ENR001007,STU00046,CRS00051,Fall,2020,I,withdrawn
ENR001008,STU00222,CRS00027,Summer,2024,C+,withdrawn
ENR001009,STU00134,CRS00058,Fall,2022,W,withdrawn
ENR001010,STU00175,CRS00027,Summer,2023,C+,enrolled
ENR001011,STU00069,CRS00001,Spring,2024,A,enrolled
ENR001012,STU00089,CRS00053,Summer,2024,I,in_progress
ENR001013,STU00202,CRS00069,Summer,2020,W,enrolled
ENR001014,STU00276,CRS00004,Summer,2023,A-,withdrawn
ENR001015,STU00193,CRS00077,Spring,2022,B+,enrolled
ENR001016,STU00064,CRS00060,Fall,2022,C-,enrolled
ENR001017,STU00114,CRS00003,Summer,2022,I,withdrawn
ENR001018,STU00099,CRS00012,Summer,2024,B-,completed
ENR001019,STU00120,CRS00064,Fall,2022,B-,in_progress
ENR001020,STU00108,CRS00001,Summer,2021,C,enrolled
ENR001021,STU00143,CRS00073,Spring,2024,B+,completed
ENR001022,STU00290,CRS00078,Fall,2024,A-,completed
ENR001023,STU00034,CRS00017,Summer,2022,B,withdrawn
ENR001024,STU00099,CRS00003,Summer,2024,B-,in_progress
ENR001025,STU00002,CRS00055,Spring,2020,C,in_progress
ENR001026,STU00141,CRS00016,Spring,2024,C-,withdrawn
ENR001027,STU00265,CRS00006,Fall,2021,B-,in_progress
ENR001028,STU00273,CRS00058,Fall,2022,C,completed
ENR001029,STU00172,CRS00011,Fall,2024,I,completed
ENR001030,STU00217,CRS00010,Fall,2021,B+,withdrawn
ENR001031,STU00160,CRS00009,Fall,2020,C-,in_progress
ENR001032,STU00013,CRS00076,Spring,2022,B,enrolled
ENR001033,STU00243,CRS00031,Fall,2022,C+,completed
ENR001034,STU00038,CRS00077,Spring,2024,A-,in_progress
ENR001035,STU00297,CRS00016,Fall,2020,A,in_progress
ENR001036,STU00161,CRS00009,Fall,2021,C-,enrolled
ENR001037,STU00155,CRS00079,Fall,2023,A-,enrolled
ENR001038,STU00287,CRS00007,Spring,2022,C,enrolled
ENR001039,STU00211,CRS00030,Summer,2024,F,enrolled
ENR001040,STU00233,CRS00050,Spring,2023,F,enrolled
ENR001041,STU00174,CRS00004,Summer,2023,C+,completed
ENR001042,STU00056,CRS00014,Summer,2020,I,enrolled
ENR001043,STU00100,CRS00074,Summer,2021,D,withdrawn
ENR001044,STU00182,CRS00054,Summer,2023,F,in_progress
ENR001045,STU00096,CRS00032,Fall,2021,A,completed
ENR001046,STU00160,CRS00075,Summer,2023,W,withdrawn
ENR001047,STU00160,CRS00075,Fall,2024,B+,in_progress
ENR001048,STU00159,CRS00078,Spring,2022,C+,enrolled
ENR001049,STU00266,CRS00076,Fall,2021,B,enrolled
ENR001050,STU00217,CRS00045,Fall,2021,W,completed
ENR001051,STU00036,CRS00044,Summer,2021,C-,in_progress
ENR001052,STU00170,CRS00075,Spring,2024,F,withdrawn
ENR001053,STU00215,CRS00043,Fall,2021,C-,enrolled
ENR001054,STU00254,CRS00029,Summer,2020,B,completed
ENR001055,STU00239,CRS00080,Fall,2021,C-,withdrawn
ENR001056,STU00193,CRS00027,Fall,2023,A,withdrawn
ENR001057,STU00006,CRS00010,Fall,2022,D,enrolled
ENR001058,STU00073,CRS00038,Fall,2023,W,withdrawn
ENR001059,STU00023,CRS00004,Fall,2021,B-,completed
ENR001060,STU00113,CRS00034,Spring,2021,D,completed
ENR001061,STU00092,CRS00026,Fall,2020,B-,enrolled
ENR001062,STU00011,CRS00018,Summer,2023,A-,withdrawn
ENR001063,STU00108,CRS00040,Fall,2023,C+,withdrawn
ENR001064,STU00088,CRS00068,Spring,2024,I,enrolled
ENR001065,STU00061,CRS00019,Fall,2021,B,in_progress
ENR001066,STU00192,CRS00041,Spring,2024,W,completed
ENR001067,STU00024,CRS00079,Fall,2024,D,withdrawn
ENR001068,STU00077,CRS00042,Fall,2021,W,withdrawn
ENR001069,STU00065,CRS00066,Spring,2024,B,enrolled
ENR001070,STU00241,CRS00079,Fall,2020,D,in_progress
ENR001071,STU00261,CRS00048,Summer,2023,C-,completed
ENR001072,STU00165,CRS00048,Summer,2024,C-,in_progress
ENR001073,STU00243,CRS00035,Spring,2024,W,enrolled
ENR001074,STU00107,CRS00029,Spring,2021,B,in_progress
ENR001075,STU00112,CRS00040,Spring,2023,F,completed
ENR001076,STU00192,CRS00033,Fall,2024,B+,enrolled
ENR001077,STU00152,CRS00057,Spring,2024,B,enrolled
ENR001078,STU00239,CRS00066,Spring,2024,C,in_progress
ENR001079,STU00240,CRS00056,Spring,2023,C-,withdrawn
ENR001080,STU00140,CRS00049,Fall,2020,C-,completed
ENR001081,STU00136,CRS00010,Fall,2022,B-,enrolled
ENR001082,STU00142,CRS00030,Fall,2020,A-,withdrawn
ENR001083,STU00020,CRS00070,Spring,2021,B,withdrawn
ENR001084,STU00129,CRS00039,Fall,2022,I,completed
ENR001085,STU00279,CRS00034,Spring,2020,B-,withdrawn
ENR001086,STU00207,CRS00052,Summer,2024,A,in_progress
ENR001087,STU00263,CRS00020,Fall,2023,B,completed
ENR001088,STU00243,CRS00030,Summer,2024,D,in_progress
ENR001089,STU00237,CRS00044,Spring,2020,B,in_progress
ENR001090,STU00214,CRS00027,Spring,2023,D,enrolled
ENR001091,STU00192,CRS00018,Fall,2024,B-,enrolled
ENR001092,STU00256,CRS00046,Fall,2022,C,in_progress
ENR001093,STU00207,CRS00069,Spring,2022,F,enrolled
ENR001094,STU00291,CRS00005,Fall,2021,C+,in_progress
ENR001095,STU00196,CRS00027,Fall,2023,D,in_progress
ENR001096,STU00097,CRS00061,Spring,2020,F,in_progress
ENR001097,STU00156,CRS00012,Fall,2021,W,completed
ENR001098,STU00017,CRS00078,Fall,2023,B+,completed
ENR001099,STU00036,CRS00050,Fall,2022,B,withdrawn
ENR001100,STU00269,CRS00009,Fall,2023,C+,enrolled
ENR001101,STU00088,CRS00042,Spring,2023,B+,enrolled
ENR001102,STU00067,CRS00069,Spring,2023,I,enrolled
ENR001103,STU00200,CRS00027,Fall,2021,B-,in_progress
ENR001104,STU00244,CRS00021,Summer,2024,B-,completed
ENR001105,STU00258,CRS00059,Fall,2022,A,completed
ENR001106,STU00229,CRS00009,Summer,2023,B,withdrawn
ENR001107,STU00292,CRS00063,Spring,2023,F,enrolled
ENR001108,STU00047,CRS00037,Spring,2023,I,withdrawn
ENR001109,STU00201,CRS00079,Spring,2021,B,completed
ENR001110,STU00222,CRS00059,Summer,2023,B+,enrolled
ENR001111,STU00202,CRS00006,Fall,2021,B-,withdrawn
ENR001112,STU00035,CRS00028,Spring,2023,D,enrolled
ENR001113,STU00189,CRS00010,Summer,2020,C+,in_progress
ENR001114,STU00231,CRS00022,Fall,2022,D,enrolled
ENR001115,STU00237,CRS00004,Summer,2020,I,in_progress
ENR001116,STU00196,CRS00044,Fall,2023,C,enrolled
ENR001117,STU00006,CRS00033,Summer,2020,B+,withdrawn
ENR001118,STU00238,CRS00063,Fall,2023,A-,completed
ENR001119,STU00225,CRS00018,Spring,2023,B+,completed
ENR001120,STU00010,CRS00078,Fall,2020,B-,enrolled
ENR001121,STU00274,CRS00051,Fall,2021,W,enrolled
ENR001122,STU00140,CRS00020,Spring,2023,B+,completed
ENR001123,STU00018,CRS00069,Spring,2021,I,enrolled
ENR001124,STU00268,CRS00014,Summer,2023,B-,in_progress
ENR001125,STU00027,CRS00077,Fall,2020,C,completed
ENR001126,STU00128,CRS00048,Fall,2021,A-,enrolled
ENR001127,STU00216,CRS00004,Spring,2020,B,enrolled
ENR001128,STU00113,CRS00013,Summer,2021,B+,enrolled
ENR001129,STU00213,CRS00066,Spring,2020,C+,completed
ENR001130,STU00107,CRS00070,Spring,2023,A-,completed
ENR001131,STU00110,CRS00014,Spring,2022,B+,enrolled
ENR001132,STU00206,CRS00041,Spring,2020,B,in_progress
ENR001133,STU00113,CRS00009,Summer,2022,F,withdrawn
ENR001134,STU00023,CRS00009,Spring,2021,B-,in_progress
ENR001135,STU00053,CRS00069,Fall,2024,B-,enrolled
ENR001136,STU00167,CRS00050,Spring,2021,B+,withdrawn
ENR001137,STU00247,CRS00009,Fall,2022,F,in_progress
ENR001138,STU00196,CRS00066,Summer,2021,F,enrolled
ENR001139,STU00120,CRS00003,Fall,2024,B-,completed
ENR001140,STU00220,CRS00032,Fall,2024,A,completed
ENR001141,STU00192,CRS00064,Fall,2022,B+,in_progress
ENR001142,STU00105,CRS00005,Summer,2021,F,in_progress
ENR001143,STU00169,CRS00018,Spring,2022,W,enrolled
ENR001144,STU00267,CRS00054,Fall,2022,B,withdrawn
ENR001145,STU00176,CRS00032,Summer,2021,A,completed
ENR001146,STU00114,CRS00078,Summer,2023,C+,completed
ENR001147,STU00227,CRS00001,Spring,2020,A-,completed
ENR001148,STU00027,CRS00019,Fall,2021,A-,completed
ENR001149,STU00282,CRS00027,Summer,2021,A-,in_progress
ENR001150,STU00240,CRS00040,Summer,2021,B,completed
ENR001151,STU00218,CRS00023,Fall,2024,B-,withdrawn
ENR001152,STU00296,CRS00058,Spring,2021,C-,enrolled
ENR001153,STU00185,CRS00051,Fall,2023,C-,in_progress
ENR001154,STU00217,CRS00065,Summer,2024,C,completed
ENR001155,STU00247,CRS00003,Spring,2023,A-,withdrawn
ENR001156,STU00276,CRS00020,Summer,2024,B+,withdrawn
ENR001157,STU00195,CRS00060,Spring,2022,B-,in_progress
ENR001158,STU00288,CRS00078,Fall,2023,C+,completed
ENR001159,STU00241,CRS00026,Fall,2021,A,enrolled
ENR001160,STU00257,CRS00048,Spring,2023,C,in_progress
ENR001161,STU00192,CRS00050,Spring,2023,W,enrolled
ENR001162,STU00210,CRS00005,Spring,2020,F,completed
ENR001163,STU00100,CRS00056,Summer,2022,C+,in_progress
ENR001164,STU00189,CRS00008,Spring,2023,I,completed
ENR001165,STU00125,CRS00062,Spring,2020,W,enrolled
ENR001166,STU00076,CRS00034,Spring,2024,W,completed
ENR001167,STU00131,CRS00032,Summer,2024,W,completed
ENR001168,STU00007,CRS00015,Summer,2020,I,in_progress
ENR001169,STU00204,CRS00076,Summer,2020,B,in_progress
ENR001170,STU00085,CRS00055,Summer,2022,B-,in_progress
ENR001171,STU00158,CRS00053,Fall,2020,W,withdrawn
ENR001172,STU00074,CRS00035,Summer,2021,C,withdrawn
ENR001173,STU00004,CRS00022,Fall,2023,A-,enrolled
ENR001174,STU00214,CRS00068,Summer,2023,B-,in_progress
ENR001175,STU00088,CRS00023,Fall,2022,I,completed
ENR001176,STU00102,CRS00063,Summer,2021,A-,in_progress
ENR001177,STU00291,CRS00028,Fall,2021,A,completed
ENR001178,STU00099,CRS00034,Spring,2023,W,enrolled
ENR001179,STU00086,CRS00011,Fall,2022,C,enrolled
ENR001180,STU00142,CRS00009,Fall,2022,F,completed
ENR001181,STU00245,CRS00063,Fall,2020,A,withdrawn
ENR001182,STU00004,CRS00075,Fall,2020,B,enrolled
ENR001183,STU00193,CRS00078,Spring,2024,C-,in_progress
ENR001184,STU00173,CRS00078,Spring,2023,C+,withdrawn
ENR001185,STU00162,CRS00031,Summer,2022,C,in_progress
ENR001186,STU00030,CRS00046,Fall,2022,A,in_progress
ENR001187,STU00206,CRS00018,Summer,2020,A-,withdrawn
ENR001188,STU00128,CRS00048,Summer,2023,W,in_progress
ENR001189,STU00264,CRS00053,Fall,2021,W,withdrawn
ENR001190,STU00009,CRS00047,Summer,2020,C+,in_progress
ENR001191,STU00120,CRS00078,Spring,2023,I,enrolled
ENR001192,STU00179,CRS00055,Summer,2023,I,enrolled
ENR001193,STU00198,CRS00038,Fall,2024,I,completed
ENR001194,STU00267,CRS00074,Fall,2024,B+,in_progress
ENR001195,STU00045,CRS00039,Spring,2024,B+,in_progress
ENR001196,STU00060,CRS00062,Fall,2024,B,completed
ENR001197,STU00088,CRS00012,Spring,2020,I,enrolled
ENR001198,STU00083,CRS00042,Spring,2023,B,withdrawn
ENR001199,STU00244,CRS00016,Summer,2021,W,in_progress
ENR001200,STU00047,CRS00043,Summer,2021,F,enrolled
ENR001201,STU00176,CRS00049,Summer,2023,W,in_progress
ENR001202,STU00120,CRS00029,Fall,2022,B-,enrolled
ENR001203,STU00058,CRS00012,Summer,2022,F,completed
ENR001204,STU00060,CRS00074,Fall,2022,C+,in_progress
ENR001205,STU00296,CRS00001,Fall,2022,F,completed
ENR001206,STU00199,CRS00055,Spring,2022,W,completed
ENR001207,STU00267,CRS00078,Fall,2024,A-,in_progress
ENR001208,STU00005,CRS00069,Spring,2023,B+,withdrawn
ENR001209,STU00113,CRS00064,Fall,2023,F,withdrawn
ENR001210,STU00075,CRS00005,Spring,2024,B-,enrolled
ENR001211,STU00141,CRS00074,Summer,2023,B,in_progress
ENR001212,STU00150,CRS00049,Spring,2020,B+,completed
ENR001213,STU00116,CRS00007,Spring,2021,I,in_progress
ENR001214,STU00154,CRS00021,Summer,2020,C,withdrawn
ENR001215,STU00217,CRS00061,Spring,2022,C,enrolled
ENR001216,STU00271,CRS00037,Summer,2022,B,in_progress
ENR001217,STU00050,CRS00017,Summer,2022,A,withdrawn
ENR001218,STU00235,CRS00021,Fall,2024,C-,in_progress
ENR001219,STU00150,CRS00019,Fall,2021,I,completed
ENR001220,STU00005,CRS00047,Fall,2024,W,completed
ENR001221,STU00193,CRS00055,Fall,2021,A-,withdrawn
ENR001222,STU00243,CRS00023,Fall,2020,D,withdrawn
ENR001223,STU00223,CRS00020,Fall,2023,A,enrolled
ENR001224,STU00124,CRS00051,Spring,2023,I,completed
ENR001225,STU00193,CRS00012,Summer,2023,C,withdrawn
ENR001226,STU00228,CRS00048,Fall,2020,A-,enrolled
ENR001227,STU00063,CRS00063,Fall,2024,A,in_progress
ENR001228,STU00141,CRS00013,Fall,2024,C,in_progress
ENR001229,STU00223,CRS00039,Fall,2024,A-,withdrawn
ENR001230,STU00033,CRS00069,Spring,2021,I,enrolled
ENR001231,STU00202,CRS00072,Summer,2024,C-,enrolled
ENR001232,STU00266,CRS00075,Summer,2024,W,enrolled
ENR001233,STU00107,CRS00016,Summer,2021,I,completed
ENR001234,STU00003,CRS00072,Spring,2023,A-,enrolled
ENR001235,STU00066,CRS00074,Summer,2021,B+,enrolled
ENR001236,STU00288,CRS00033,Fall,2020,A-,withdrawn
ENR001237,STU00187,CRS00070,Spring,2021,W,enrolled
ENR001238,STU00128,CRS00039,Summer,2020,B-,in_progress
ENR001239,STU00072,CRS00074,Summer,2023,C+,withdrawn
ENR001240,STU00276,CRS00066,Summer,2021,A-,enrolled
ENR001241,STU00122,CRS00005,Fall,2021,B-,completed
ENR001242,STU00069,CRS00078,Fall,2024,F,withdrawn
ENR001243,STU00143,CRS00017,Spring,2024,A-,withdrawn
ENR001244,STU00134,CRS00049,Spring,2021,C-,enrolled
ENR001245,STU00131,CRS00055,Summer,2021,B,enrolled
ENR001246,STU00138,CRS00025,Summer,2022,W,completed
ENR001247,STU00215,CRS00020,Spring,2022,C,enrolled
ENR001248,STU00127,CRS00010,Fall,2022,D,enrolled
ENR001249,STU00281,CRS00053,Spring,2020,W,enrolled
ENR001250,STU00186,CRS00043,Fall,2022,B,withdrawn
ENR001251,STU00006,CRS00013,Fall,2023,C,enrolled
ENR001252,STU00064,CRS00023,Summer,2024,B-,in_progress
ENR001253,STU00049,CRS00068,Summer,2022,F,withdrawn
ENR001254,STU00283,CRS00035,Fall,2024,A,completed
ENR001255,STU00163,CRS00050,Spring,2021,I,in_progress
ENR001256,STU00245,CRS00076,Spring,2021,A,completed
ENR001257,STU00065,CRS00019,Summer,2023,I,withdrawn
ENR001258,STU00028,CRS00048,Summer,2021,F,in_progress
ENR001259,STU00235,CRS00024,Spring,2023,C-,withdrawn
ENR001260,STU00142,CRS00055,Summer,2024,B,withdrawn
ENR001261,STU00045,CRS00040,Spring,2023,A-,enrolled
ENR001262,STU00040,CRS00031,Fall,2020,F,enrolled
ENR001263,STU00044,CRS00037,Spring,2024,A,in_progress
ENR001264,STU00261,CRS00018,Spring,2023,D,enrolled
ENR001265,STU00208,CRS00002,Fall,2024,I,enrolled
ENR001266,STU00218,CRS00069,Fall,2022,I,enrolled
ENR001267,STU00230,CRS00022,Fall,2024,B+,enrolled
ENR001268,STU00188,CRS00018,Spring,2024,A,in_progress
ENR001269,STU00254,CRS00049,Spring,2021,A-,withdrawn
ENR001270,STU00128,CRS00070,Spring,2020,B-,in_progress
ENR001271,STU00151,CRS00034,Fall,2021,I,in_progress
ENR001272,STU00112,CRS00040,Fall,2024,C-,in_progress
ENR001273,STU00030,CRS00046,Summer,2020,C-,withdrawn
ENR001274,STU00153,CRS00046,Fall,2020,C+,completed
ENR001275,STU00206,CRS00046,Fall,2020,C,in_progress
ENR001276,STU00102,CRS00011,Summer,2024,B+,in_progress
ENR001277,STU00064,CRS00063,Fall,2020,W,withdrawn
ENR001278,STU00116,CRS00061,Spring,2023,B-,withdrawn
ENR001279,STU00220,CRS00024,Spring,2024,A-,in_progress
ENR001280,STU00225,CRS00021,Spring,2021,I,in_progress
ENR001281,STU00003,CRS00046,Fall,2021,B,withdrawn
ENR001282,STU00021,CRS00018,Spring,2023,I,withdrawn
ENR001283,STU00017,CRS00021,Spring,2021,W,withdrawn
ENR001284,STU00061,CRS00054,Summer,2023,C-,completed
ENR001285,STU00167,CRS00052,Summer,2024,I,in_progress
ENR001286,STU00068,CRS00015,Fall,2020,B+,completed
ENR001287,STU00177,CRS00065,Summer,2020,B,enrolled
ENR001288,STU00176,CRS00055,Summer,2024,A,in_progress
ENR001289,STU00246,CRS00038,Spring,2022,A-,in_progress
ENR001290,STU00127,CRS00080,Summer,2021,D,completed
ENR001291,STU00128,CRS00036,Spring,2020,I,completed
ENR001292,STU00220,CRS00026,Summer,2023,A-,completed
ENR001293,STU00097,CRS00076,Fall,2021,A-,completed
ENR001294,STU00206,CRS00005,Fall,2022,B+,in_progress
ENR001295,STU00010,CRS00079,Fall,2021,A,in_progress
ENR001296,STU00209,CRS00068,Summer,2022,W,completed
ENR001297,STU00114,CRS00044,Spring,2023,A,in_progress
ENR001298,STU00027,CRS00039,Spring,2020,C+,withdrawn
ENR001299,STU00180,CRS00054,Spring,2021,A,completed
ENR001300,STU00021,CRS00001,Summer,2020,I,withdrawn
ENR001301,STU00109,CRS00037,Spring,2023,F,enrolled
ENR001302,STU00221,CRS00024,Spring,2022,C+,withdrawn
ENR001303,STU00156,CRS00015,Summer,2020,A,completed
ENR001304,STU00170,CRS00047,Summer,2022,F,withdrawn
ENR001305,STU00122,CRS00036,Summer,2021,C,enrolled
ENR001306,STU00055,CRS00017,Fall,2024,A,completed
ENR001307,STU00099,CRS00058,Fall,2020,D,withdrawn
ENR001308,STU00155,CRS00061,Summer,2021,I,completed
ENR001309,STU00023,CRS00017,Spring,2021,D,withdrawn
ENR001310,STU00287,CRS00045,Spring,2022,W,enrolled
ENR001311,STU00224,CRS00009,Spring,2023,D,enrolled
ENR001312,STU00086,CRS00077,Summer,2022,B+,withdrawn
ENR001313,STU00024,CRS00073,Summer,2020,B,in_progress
ENR001314,STU00254,CRS00069,Fall,2024,B+,in_progress
ENR001315,STU00261,CRS00050,Spring,2024,C,withdrawn
ENR001316,STU00106,CRS00024,Fall,2020,F,completed
ENR001317,STU00005,CRS00066,Summer,2023,I,withdrawn
ENR001318,STU00156,CRS00029,Summer,2022,B-,enrolled
ENR001319,STU00088,CRS00029,Summer,2020,B,withdrawn
ENR001320,STU00021,CRS00019,Fall,2022,B-,enrolled
ENR001321,STU00128,CRS00027,Fall,2024,A,withdrawn
ENR001322,STU00189,CRS00042,Summer,2020,D,withdrawn
ENR001323,STU00069,CRS00053,Spring,2024,C+,enrolled
ENR001324,STU00006,CRS00046,Summer,2021,B-,completed
ENR001325,STU00132,CRS00003,Summer,2024,F,enrolled
ENR001326,STU00196,CRS00033,Summer,2024,B,in_progress
ENR001327,STU00113,CRS00042,Fall,2022,F,in_progress
ENR001328,STU00080,CRS00058,Summer,2021,I,in_progress
ENR001329,STU00189,CRS00019,Fall,2023,C-,completed
ENR001330,STU00236,CRS00024,Fall,2021,F,in_progress
ENR001331,STU00093,CRS00037,Spring,2020,B+,completed
ENR001332,STU00202,CRS00078,Fall,2021,B+,enrolled
ENR001333,STU00219,CRS00032,Summer,2023,C,enrolled
ENR001334,STU00270,CRS00018,Summer,2020,A-,in_progress
ENR001335,STU00197,CRS00003,Fall,2020,W,enrolled
ENR001336,STU00068,CRS00032,Spring,2020,B+,enrolled
ENR001337,STU00005,CRS00014,Summer,2024,C+,enrolled
ENR001338,STU00104,CRS00018,Summer,2023,C-,completed
ENR001339,STU00158,CRS00043,Fall,2023,B,enrolled
ENR001340,STU00279,CRS00035,Fall,2024,A,enrolled
ENR001341,STU00053,CRS00070,Fall,2022,D,in_progress
ENR001342,STU00073,CRS00001,Fall,2021,B,in_progress
ENR001343,STU00198,CRS00019,Summer,2022,B-,completed
