line_id,po_id,product_id,quantity,unit_price,line_total
POL001007,PO00077,PRD00100,336,671.73,225699.66
POL001008,PO00076,PRD00050,229,336.19,76988.48
POL001009,PO00245,PRD00009,58,2174.31,126109.84
POL001010,PO00373,PRD00036,75,330.9,24817.41
POL001011,PO00066,PRD00024,393,2405.65,945421.55
POL001012,PO00164,PRD00064,218,1101.67,240164.26
POL001013,PO00212,PRD00078,407,2552.52,1038874.53
POL001014,PO00071,PRD00084,472,1669.72,788107.22
POL001015,PO00215,PRD00071,255,2111.91,538536.31
POL001016,PO00253,PRD00069,275,2596.24,713965.4
POL001017,PO00197,PRD00011,298,411.64,122669.8
POL001018,PO00270,PRD00074,398,2471.55,983677.36
POL001019,PO00384,PRD00029,360,665.16,239456.54
POL001020,PO00186,PRD00001,105,2720.76,285680.31
POL001021,PO00009,PRD00047,286,289.09,82679.99
POL001022,PO00069,PRD00015,31,2476.75,76779.1
POL001023,PO00185,PRD00100,420,670.09,281439.14
POL001024,PO00236,PRD00019,428,33.54,14357.17
POL001025,PO00216,PRD00032,108,2397.08,258884.15
POL001026,PO00029,PRD00096,71,1513.13,107432.13
POL001027,PO00357,PRD00091,74,1696.46,125538.4
POL001028,PO00014,PRD00090,495,1825.98,903861.44
POL001029,PO00028,PRD00090,55,1959.39,107766.58
POL001030,PO00038,PRD00062,429,2235.33,958956.69
POL001031,PO00081,PRD00004,76,1383.33,105133.11
POL001032,PO00041,PRD00032,40,1863.24,74529.74
POL001033,PO00214,PRD00020,392,1629.95,638939.52
POL001034,PO00381,PRD00018,384,2012.02,772617.1
POL001035,PO00154,PRD00061,211,313.86,66225.36
POL001036,PO00228,PRD00083,356,1866.85,664597.94
POL001037,PO00057,PRD00020,31,2007.6,62235.5
POL001038,PO00017,PRD00078,385,2211.91,851586.37
POL001039,PO00083,PRD00002,203,465.91,94579.73
POL001040,PO00349,PRD00059,284,1319.92,374857.12
POL001041,PO00133,PRD00074,257,2200.02,565405.53
POL001042,PO00117,PRD00055,477,1165.98,556173.32
POL001043,PO00048,PRD00067,194,457.52,88759.4
POL001044,PO00065,PRD00096,109,1658.34,180759.47
POL001045,PO00029,PRD00029,201,687.12,138111.5
POL001046,PO00382,PRD00072,310,1521.92,471795.57
POL001047,PO00355,PRD00060,245,91.15,22331.38
POL001048,PO00329,PRD00052,424,100.7,42698.72
POL001049,PO00028,PRD00048,332,2020.44,670786.08
POL001050,PO00139,PRD00014,54,1860.24,100452.81
POL001051,PO00309,PRD00100,434,714.3,310007.29
POL001052,PO00123,PRD00037,84,2515.82,211328.61
POL001053,PO00034,PRD00028,306,1776.91,543733.26
POL001054,PO00159,PRD00025,283,1035.34,293001.41
POL001055,PO00017,PRD00031,138,2066.65,285197.1
POL001056,PO00292,PRD00073,23,707.52,16272.85
POL001057,PO00248,PRD00006,25,1647.46,41186.51
POL001058,PO00159,PRD00002,183,455.62,83377.67
POL001059,PO00204,PRD00065,100,313.41,31340.81
POL001060,PO00201,PRD00093,183,841.71,154033.17
POL001061,PO00360,PRD00087,50,2040.31,102015.39
POL001062,PO00380,PRD00065,52,332.1,17269.03
POL001063,PO00397,PRD00020,13,1848.71,24033.18
POL001064,PO00196,PRD00062,301,2414.62,726799.77
POL001065,PO00020,PRD00038,83,1336.33,110915.62
POL001066,PO00238,PRD00011,454,401.32,182200.26
POL001067,PO00368,PRD00030,453,108.45,49126.1
POL001068,PO00349,PRD00084,73,1953.27,142588.76
POL001069,PO00083,PRD00065,265,380.89,100936.71
POL001070,PO00312,PRD00084,268,2040.79,546931.91
POL001071,PO00175,PRD00058,403,236.55,95330.37
POL001072,PO00149,PRD00047,320,322.48,103194.93
POL001073,PO00221,PRD00006,457,1855.85,848123.1
POL001074,PO00350,PRD00050,123,287.72,35389.66
POL001075,PO00313,PRD00078,39,2788.95,108769.07
POL001076,PO00291,PRD00081,255,2172.64,554022.24
POL001077,PO00008,PRD00019,393,33.7,13244.41
POL001078,PO00281,PRD00012,256,1775.32,454480.72
POL001079,PO00161,PRD00022,479,222.63,106638.49
POL001080,PO00035,PRD00036,296,361.78,107087.52
POL001081,PO00046,PRD00010,92,2553.97,234965.07
POL001082,PO00236,PRD00034,243,2690.7,653841.2
POL001083,PO00391,PRD00057,333,1327.54,442070.05
POL001084,PO00064,PRD00073,250,598.35,149587.51
POL001085,PO00147,PRD00052,210,115.64,24283.69
POL001086,PO00349,PRD00017,226,2043.05,461728.55
POL001087,PO00320,PRD00041,192,1370.03,263045.06
POL001088,PO00212,PRD00065,231,308.27,71209.48
POL001089,PO00350,PRD00006,318,1994.36,634207.7
POL001090,PO00030,PRD00095,405,407.98,165231.1
POL001091,PO00288,PRD00002,80,468.5,37480.0
POL001092,PO00149,PRD00049,82,1520.97,124719.7
POL001093,PO00038,PRD00029,199,844.37,168030.41
POL001094,PO00343,PRD00012,179,2000.77,358137.27
POL001095,PO00329,PRD00069,461,2594.03,1195845.71
POL001096,PO00056,PRD00011,93,413.6,38464.73
POL001097,PO00204,PRD00099,222,1245.35,276468.67
POL001098,PO00169,PRD00009,163,2024.25,329952.7
POL001099,PO00310,PRD00063,109,1377.31,150127.12
POL001100,PO00244,PRD00015,143,2174.63,310971.84
POL001101,PO00280,PRD00020,486,1785.36,867684.06
POL001102,PO00328,PRD00028,164,2125.02,348503.32
POL001103,PO00308,PRD00100,195,652.75,127285.78
POL001104,PO00186,PRD00056,243,2278.1,553578.48
POL001105,PO00109,PRD00003,488,2599.11,1268367.28
POL001106,PO00217,PRD00035,130,1282.06,166667.33
POL001107,PO00043,PRD00019,36,28.27,1017.82
POL001108,PO00042,PRD00039,448,2416.34,1082521.33
POL001109,PO00215,PRD00068,110,594.42,65385.85
POL001110,PO00133,PRD00024,426,2158.03,919321.33
POL001111,PO00220,PRD00044,494,93.01,45944.65
POL001112,PO00085,PRD00026,179,2043.86,365850.65
POL001113,PO00247,PRD00061,275,310.89,85494.01
POL001114,PO00083,PRD00090,224,1786.74,400230.15
POL001115,PO00355,PRD00074,200,2562.31,512462.91
POL001116,PO00288,PRD00077,102,1666.66,169999.41
POL001117,PO00342,PRD00075,316,1622.83,512815.6
POL001118,PO00341,PRD00094,381,1460.05,556280.61
POL001119,PO00376,PRD00041,8,1401.5,11212.03
POL001120,PO00235,PRD00019,256,33.64,8613.06
POL001121,PO00059,PRD00087,209,1996.13,417192.14
POL001122,PO00370,PRD00001,231,2684.81,620190.33
POL001123,PO00065,PRD00082,231,2512.77,580449.85
POL001124,PO00297,PRD00013,19,999.6,18992.42
POL001125,PO00097,PRD00054,357,2082.85,743579.08
POL001126,PO00086,PRD00077,194,1745.86,338695.96
POL001127,PO00108,PRD00025,498,1198.37,596786.29
POL001128,PO00008,PRD00048,417,1982.96,826894.72
POL001129,PO00155,PRD00040,258,1560.0,402480.77
POL001130,PO00064,PRD00090,256,1951.64,499619.37
POL001131,PO00234,PRD00053,211,601.66,126950.57
POL001132,PO00278,PRD00055,268,1484.67,397891.65
POL001133,PO00172,PRD00015,475,1990.25,945370.14
POL001134,PO00220,PRD00048,91,2100.16,191114.51
POL001135,PO00084,PRD00070,224,2249.11,503801.26
POL001136,PO00338,PRD00089,349,172.42,60172.87
POL001137,PO00146,PRD00090,318,2113.6,672125.97
POL001138,PO00051,PRD00012,413,2225.97,919326.36
POL001139,PO00046,PRD00084,9,1870.54,16834.88
POL001140,PO00211,PRD00014,255,2289.74,583882.56
POL001141,PO00320,PRD00070,52,2425.38,126119.92
POL001142,PO00258,PRD00075,413,1561.81,645027.42
POL001143,PO00149,PRD00054,109,1883.65,205317.94
POL001144,PO00233,PRD00071,196,1846.21,361856.2
POL001145,PO00241,PRD00016,180,1742.1,313578.78
POL001146,PO00238,PRD00053,465,690.2,320941.73
POL001147,PO00361,PRD00095,203,376.54,76437.21
POL001148,PO00192,PRD00029,260,709.88,184567.85
POL001149,PO00338,PRD00034,158,2591.88,409517.18
POL001150,PO00213,PRD00087,124,1829.38,226843.3
POL001151,PO00213,PRD00005,8,2019.41,16155.28
POL001152,PO00192,PRD00067,420,429.11,180226.33
POL001153,PO00163,PRD00043,88,1165.34,102549.79
POL001154,PO00221,PRD00031,285,2695.8,768303.62
POL001155,PO00099,PRD00079,330,2072.24,683837.88
POL001156,PO00027,PRD00074,220,2075.87,456690.96
POL001157,PO00326,PRD00050,373,284.4,106081.51
POL001158,PO00163,PRD00067,82,392.64,32196.1
POL001159,PO00051,PRD00091,411,1563.78,642712.24
POL001160,PO00061,PRD00081,296,2681.84,793823.28
POL001161,PO00391,PRD00081,470,2293.34,1077870.79
POL001162,PO00284,PRD00021,486,1129.3,548838.15
POL001163,PO00048,PRD00012,14,1983.51,27769.14
POL001164,PO00322,PRD00099,304,1226.29,372792.78
POL001165,PO00317,PRD00091,279,1983.44,553378.79
POL001166,PO00041,PRD00074,196,2003.28,392642.93
POL001167,PO00376,PRD00017,233,2213.98,515856.53
POL001168,PO00399,PRD00046,96,1816.76,174408.62
POL001169,PO00114,PRD00039,100,2295.86,229585.74
POL001170,PO00126,PRD00093,400,804.84,321937.85
POL001171,PO00194,PRD00099,134,1434.16,192176.86
POL001172,PO00141,PRD00011,479,345.38,165438.28
POL001173,PO00012,PRD00082,297,2677.78,795301.7
POL001174,PO00057,PRD00059,475,1276.91,606530.95
POL001175,PO00055,PRD00019,145,28.16,4083.84
POL001176,PO00093,PRD00012,40,2017.97,80718.8
POL001177,PO00186,PRD00027,201,479.6,96400.44
POL001178,PO00012,PRD00053,38,627.12,23830.68
POL001179,PO00321,PRD00010,108,2537.16,274013.67
POL001180,PO00193,PRD00041,325,1757.44,571167.62
POL001181,PO00083,PRD00024,153,2125.44,325192.27
POL001182,PO00092,PRD00085,291,1222.69,355801.93
POL001183,PO00017,PRD00016,500,1455.73,727867.34
POL001184,PO00178,PRD00062,315,2239.29,705375.55
POL001185,PO00003,PRD00021,268,1279.34,342863.77
POL001186,PO00063,PRD00025,311,976.61,303725.27
POL001187,PO00012,PRD00067,263,431.48,113478.47
POL001188,PO00111,PRD00047,59,326.21,19246.37
POL001189,PO00016,PRD00042,71,552.73,39243.55
POL001190,PO00373,PRD00089,482,156.03,75204.5
POL001191,PO00141,PRD00062,103,2469.68,254376.6
POL001192,PO00179,PRD00091,283,1841.48,521139.21
POL001193,PO00240,PRD00096,415,1707.27,708515.81
POL001194,PO00263,PRD00052,473,94.83,44855.47
POL001195,PO00089,PRD00026,352,1991.94,701161.77
POL001196,PO00368,PRD00036,493,365.12,180004.44
POL001197,PO00299,PRD00099,301,1291.39,388708.87
POL001198,PO00106,PRD00093,250,722.24,180560.4
POL001199,PO00229,PRD00055,306,1396.16,427223.99
POL001200,PO00164,PRD00080,56,1223.23,68500.67
