event_id,shipment_id,event_datetime,event_type,location,description
EVT000559,SHP000272,2023-11-04 23:04:00,delivery,"Felixstowe, UK",Exception at Felixstowe
EVT000560,SHP000179,2023-10-12 10:36:00,customs_clearance,"Singapore, Singapore",Customs Clearance at Singapore
EVT000561,SHP000041,2025-12-30 21:17:00,departure,"Mumbai, India",Customs Clearance at Mumbai
EVT000562,SHP000555,2023-02-03 05:08:00,pickup,"Busan, South Korea",Delay at Busan
EVT000563,SHP000339,2024-04-15 21:53:00,delivery,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000564,SHP000257,2024-08-20 20:08:00,arrival,"Osaka, Japan",Delivery at Osaka
EVT000565,SHP000346,2025-11-14 17:40:00,pickup,"Toronto, Canada",Exception at Toronto
EVT000566,SHP000087,2024-12-11 14:40:00,delivery,"Busan, South Korea",Delivery at Busan
EVT000567,SHP000469,2025-06-22 02:22:00,departure,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000568,SHP000558,2025-07-05 12:30:00,departure,"Felixstowe, UK",Delivery at Felixstowe
EVT000569,SHP000192,2025-07-14 08:24:00,delay,"Shanghai, China",Pickup at Shanghai
EVT000570,SHP000066,2025-08-02 15:39:00,delivery,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000571,SHP000394,2023-11-04 19:36:00,customs_clearance,"Mumbai, India",Delivery at Mumbai
EVT000572,SHP000510,2023-09-23 10:33:00,delivery,"Los Angeles, USA",Departure at Los Angeles
EVT000573,SHP000506,2025-12-25 10:43:00,delivery,"Rotterdam, Netherlands",Pickup at Rotterdam
EVT000574,SHP000409,2024-01-17 21:40:00,delay,"São Paulo, Brazil",Departure at São Paulo
EVT000575,SHP000378,2024-07-05 00:42:00,delay,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT000576,SHP000400,2024-11-10 21:29:00,delivery,"Felixstowe, UK",Pickup at Felixstowe
EVT000577,SHP000032,2023-09-13 05:17:00,delivery,"Moscow, Russia",Departure at Moscow
EVT000578,SHP000351,2024-07-03 08:11:00,delivery,"Hong Kong, China",Customs Clearance at Hong Kong
EVT000579,SHP000472,2025-03-18 06:08:00,arrival,"Sydney, Australia",Delay at Sydney
EVT000580,SHP000302,2024-05-20 20:08:00,exception,"Hamburg, Germany",Delivery at Hamburg
EVT000581,SHP000590,2025-03-12 07:55:00,departure,"Antwerp, Belgium",Delivery at Antwerp
EVT000582,SHP000587,2024-11-27 12:10:00,arrival,"Dubai, UAE",Pickup at Dubai
EVT000583,SHP000336,2025-12-27 10:46:00,customs_clearance,"Hamburg, Germany",Departure at Hamburg
EVT000584,SHP000352,2023-12-10 18:10:00,customs_clearance,"Felixstowe, UK",Delivery at Felixstowe
EVT000585,SHP000227,2024-12-04 16:38:00,delay,"Mumbai, India",Exception at Mumbai
EVT000586,SHP000379,2024-04-02 16:06:00,delivery,"Dubai, UAE",Exception at Dubai
EVT000587,SHP000401,2025-01-19 00:41:00,customs_clearance,"Hong Kong, China",Delivery at Hong Kong
EVT000588,SHP000270,2024-10-26 00:39:00,arrival,"Felixstowe, UK",Delay at Felixstowe
EVT000589,SHP000500,2024-08-11 08:14:00,pickup,"Moscow, Russia",Departure at Moscow
EVT000590,SHP000314,2023-09-03 21:57:00,delivery,"São Paulo, Brazil",Delay at São Paulo
EVT000591,SHP000591,2023-08-20 15:38:00,customs_clearance,"Singapore, Singapore",Departure at Singapore
EVT000592,SHP000049,2025-12-04 22:21:00,delivery,"Tokyo, Japan",Departure at Tokyo
EVT000593,SHP000276,2023-06-26 11:13:00,customs_clearance,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT000594,SHP000091,2024-08-24 14:06:00,arrival,"Houston, USA",Delay at Houston
EVT000595,SHP000336,2023-08-08 06:46:00,departure,"Tokyo, Japan",Arrival at Tokyo
EVT000596,SHP000220,2025-09-01 23:54:00,delivery,"Valencia, Spain",Pickup at Valencia
EVT000597,SHP000244,2025-07-05 10:02:00,pickup,"Valencia, Spain",Delivery at Valencia
EVT000598,SHP000273,2023-08-12 09:49:00,delay,"Los Angeles, USA",Pickup at Los Angeles
EVT000599,SHP000037,2023-12-30 14:24:00,delivery,"Hong Kong, China",Delivery at Hong Kong
EVT000600,SHP000125,2025-12-08 15:35:00,pickup,"Sydney, Australia",Delivery at Sydney
EVT000601,SHP000135,2023-01-14 08:23:00,departure,"Barcelona, Spain",Departure at Barcelona
EVT000602,SHP000527,2024-12-14 12:10:00,departure,"Osaka, Japan",Arrival at Osaka
EVT000603,SHP000571,2025-05-02 01:20:00,delay,"Valencia, Spain",Delay at Valencia
EVT000604,SHP000598,2025-04-30 14:34:00,customs_clearance,"Osaka, Japan",Arrival at Osaka
EVT000605,SHP000306,2023-10-11 15:45:00,arrival,"Hamburg, Germany",Delivery at Hamburg
EVT000606,SHP000346,2024-07-26 17:40:00,arrival,"Moscow, Russia",Exception at Moscow
EVT000607,SHP000433,2024-10-11 22:53:00,delivery,"Hong Kong, China",Arrival at Hong Kong
EVT000608,SHP000183,2023-09-21 09:39:00,pickup,"Osaka, Japan",Pickup at Osaka
EVT000609,SHP000439,2023-02-22 04:59:00,delay,"Houston, USA",Pickup at Houston
EVT000610,SHP000041,2023-11-16 09:23:00,exception,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000611,SHP000238,2024-04-29 04:41:00,delay,"Singapore, Singapore",Delay at Singapore
EVT000612,SHP000119,2024-10-11 02:13:00,pickup,"Houston, USA",Arrival at Houston
EVT000613,SHP000349,2023-03-11 16:13:00,exception,"Barcelona, Spain",Exception at Barcelona
EVT000614,SHP000436,2024-01-09 21:06:00,arrival,"Mumbai, India",Arrival at Mumbai
EVT000615,SHP000292,2025-12-10 19:24:00,customs_clearance,"Osaka, Japan",Delivery at Osaka
EVT000616,SHP000503,2025-10-20 22:59:00,departure,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT000617,SHP000460,2025-06-22 23:18:00,exception,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000618,SHP000154,2023-09-23 11:54:00,delivery,"Shanghai, China",Exception at Shanghai
EVT000619,SHP000172,2024-08-12 06:04:00,delivery,"Hong Kong, China",Departure at Hong Kong
EVT000620,SHP000178,2023-08-05 23:08:00,departure,"Mumbai, India",Delay at Mumbai
EVT000621,SHP000065,2024-02-14 19:09:00,delay,"Los Angeles, USA",Exception at Los Angeles
EVT000622,SHP000008,2024-09-16 19:05:00,pickup,"São Paulo, Brazil",Customs Clearance at São Paulo
EVT000623,SHP000009,2025-11-30 07:26:00,arrival,"Singapore, Singapore",Customs Clearance at Singapore
EVT000624,SHP000164,2025-08-06 11:01:00,delivery,"Tokyo, Japan",Departure at Tokyo
EVT000625,SHP000483,2025-11-28 22:05:00,exception,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000626,SHP000182,2024-12-17 15:29:00,arrival,"Hamburg, Germany",Arrival at Hamburg
EVT000627,SHP000372,2024-06-28 15:08:00,customs_clearance,"Mumbai, India",Departure at Mumbai
EVT000628,SHP000585,2024-10-28 04:39:00,pickup,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT000629,SHP000465,2024-05-08 23:06:00,customs_clearance,"Felixstowe, UK",Pickup at Felixstowe
EVT000630,SHP000563,2025-06-19 03:41:00,customs_clearance,"Hamburg, Germany",Departure at Hamburg
EVT000631,SHP000065,2024-03-16 06:28:00,delay,"Chicago, USA",Exception at Chicago
EVT000632,SHP000223,2024-01-17 00:20:00,departure,"Sydney, Australia",Departure at Sydney
EVT000633,SHP000159,2024-03-14 23:26:00,departure,"Sydney, Australia",Pickup at Sydney
EVT000634,SHP000438,2023-06-04 20:19:00,departure,"Houston, USA",Delivery at Houston
EVT000635,SHP000564,2024-04-29 05:20:00,exception,"Los Angeles, USA",Arrival at Los Angeles
EVT000636,SHP000251,2024-02-21 10:35:00,arrival,"Sydney, Australia",Arrival at Sydney
EVT000637,SHP000428,2025-09-28 23:41:00,customs_clearance,"Dubai, UAE",Exception at Dubai
EVT000638,SHP000505,2023-11-27 12:18:00,departure,"Mumbai, India",Pickup at Mumbai
EVT000639,SHP000585,2024-06-18 08:36:00,delay,"Houston, USA",Delay at Houston
EVT000640,SHP000511,2023-08-27 05:57:00,customs_clearance,"Toronto, Canada",Delivery at Toronto
EVT000641,SHP000597,2023-01-06 05:36:00,departure,"Chicago, USA",Customs Clearance at Chicago
EVT000642,SHP000072,2023-04-24 10:15:00,exception,"Hamburg, Germany",Delivery at Hamburg
EVT000643,SHP000480,2025-10-16 23:07:00,departure,"Osaka, Japan",Customs Clearance at Osaka
EVT000644,SHP000335,2025-11-28 07:08:00,departure,"Los Angeles, USA",Pickup at Los Angeles
EVT000645,SHP000101,2025-01-16 12:46:00,delay,"Los Angeles, USA",Exception at Los Angeles
EVT000646,SHP000056,2024-01-21 05:02:00,pickup,"Mumbai, India",Arrival at Mumbai
EVT000647,SHP000568,2025-08-11 16:32:00,delivery,"Barcelona, Spain",Delay at Barcelona
EVT000648,SHP000583,2024-12-16 21:13:00,exception,"Chicago, USA",Exception at Chicago
EVT000649,SHP000382,2025-11-19 11:11:00,departure,"Moscow, Russia",Exception at Moscow
EVT000650,SHP000548,2023-05-05 01:12:00,pickup,"Felixstowe, UK",Arrival at Felixstowe
EVT000651,SHP000310,2025-03-05 20:05:00,delay,"Mumbai, India",Delivery at Mumbai
EVT000652,SHP000588,2023-08-13 14:04:00,arrival,"Houston, USA",Delay at Houston
EVT000653,SHP000167,2023-07-11 00:49:00,departure,"Tokyo, Japan",Exception at Tokyo
EVT000654,SHP000592,2024-12-14 21:01:00,pickup,"Hamburg, Germany",Arrival at Hamburg
EVT000655,SHP000204,2024-07-21 20:55:00,exception,"Barcelona, Spain",Delivery at Barcelona
EVT000656,SHP000198,2024-02-07 00:36:00,customs_clearance,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000657,SHP000085,2025-10-20 02:38:00,pickup,"Tokyo, Japan",Departure at Tokyo
EVT000658,SHP000408,2023-11-06 23:09:00,pickup,"Rotterdam, Netherlands",Departure at Rotterdam
EVT000659,SHP000162,2025-07-31 13:29:00,delay,"Dubai, UAE",Exception at Dubai
EVT000660,SHP000143,2023-08-24 19:49:00,exception,"Rotterdam, Netherlands",Exception at Rotterdam
EVT000661,SHP000092,2023-08-19 12:25:00,pickup,"Dubai, UAE",Departure at Dubai
EVT000662,SHP000186,2023-09-05 19:46:00,pickup,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000663,SHP000140,2025-12-19 14:59:00,departure,"Houston, USA",Departure at Houston
EVT000664,SHP000220,2024-08-24 18:12:00,customs_clearance,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000665,SHP000346,2023-01-28 21:11:00,customs_clearance,"Tokyo, Japan",Exception at Tokyo
EVT000666,SHP000309,2023-08-01 04:48:00,delay,"Osaka, Japan",Arrival at Osaka
EVT000667,SHP000181,2023-07-04 09:01:00,delay,"Dubai, UAE",Delivery at Dubai
EVT000668,SHP000405,2025-12-10 04:59:00,arrival,"São Paulo, Brazil",Delay at São Paulo
EVT000669,SHP000009,2024-10-30 04:09:00,delivery,"Sydney, Australia",Arrival at Sydney
EVT000670,SHP000385,2023-02-05 18:12:00,exception,"Los Angeles, USA",Delay at Los Angeles
EVT000671,SHP000376,2025-02-18 02:51:00,exception,"Hong Kong, China",Exception at Hong Kong
EVT000672,SHP000002,2024-12-08 04:49:00,exception,"Tokyo, Japan",Delivery at Tokyo
EVT000673,SHP000509,2023-07-19 07:29:00,pickup,"Shanghai, China",Departure at Shanghai
EVT000674,SHP000283,2025-05-18 11:35:00,arrival,"Tokyo, Japan",Delivery at Tokyo
EVT000675,SHP000376,2024-09-20 04:13:00,delay,"Felixstowe, UK",Pickup at Felixstowe
EVT000676,SHP000266,2023-11-16 00:09:00,customs_clearance,"Singapore, Singapore",Pickup at Singapore
EVT000677,SHP000433,2025-01-11 19:10:00,customs_clearance,"Dubai, UAE",Departure at Dubai
EVT000678,SHP000571,2024-07-23 01:10:00,delivery,"Barcelona, Spain",Delivery at Barcelona
EVT000679,SHP000063,2023-06-24 13:27:00,delay,"Chicago, USA",Delivery at Chicago
EVT000680,SHP000023,2024-04-12 04:08:00,delay,"Valencia, Spain",Arrival at Valencia
EVT000681,SHP000544,2023-08-08 10:20:00,arrival,"São Paulo, Brazil",Delay at São Paulo
EVT000682,SHP000163,2023-01-16 07:44:00,exception,"Moscow, Russia",Delay at Moscow
EVT000683,SHP000293,2024-05-26 01:07:00,pickup,"Rotterdam, Netherlands",Delivery at Rotterdam
EVT000684,SHP000372,2025-10-13 18:58:00,delay,"Felixstowe, UK",Exception at Felixstowe
EVT000685,SHP000463,2025-05-16 09:39:00,pickup,"Hong Kong, China",Arrival at Hong Kong
EVT000686,SHP000454,2024-12-13 11:18:00,customs_clearance,"Sydney, Australia",Delay at Sydney
EVT000687,SHP000177,2024-05-29 15:53:00,pickup,"Mumbai, India",Departure at Mumbai
EVT000688,SHP000258,2025-06-08 00:07:00,pickup,"Chicago, USA",Delivery at Chicago
EVT000689,SHP000061,2025-11-19 03:02:00,departure,"Dubai, UAE",Pickup at Dubai
EVT000690,SHP000423,2024-04-15 03:28:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT000691,SHP000093,2023-11-28 13:33:00,pickup,"Barcelona, Spain",Delivery at Barcelona
EVT000692,SHP000014,2023-07-19 23:42:00,arrival,"Osaka, Japan",Customs Clearance at Osaka
EVT000693,SHP000110,2023-03-04 23:06:00,arrival,"Los Angeles, USA",Exception at Los Angeles
EVT000694,SHP000063,2023-06-22 06:32:00,pickup,"Chicago, USA",Customs Clearance at Chicago
EVT000695,SHP000464,2024-05-19 01:29:00,exception,"Dubai, UAE",Departure at Dubai
EVT000696,SHP000341,2023-04-08 09:23:00,delivery,"Singapore, Singapore",Arrival at Singapore
EVT000697,SHP000504,2024-02-13 12:11:00,pickup,"Busan, South Korea",Exception at Busan
EVT000698,SHP000202,2023-02-05 18:27:00,departure,"Shanghai, China",Arrival at Shanghai
EVT000699,SHP000545,2024-12-28 14:27:00,exception,"Osaka, Japan",Customs Clearance at Osaka
EVT000700,SHP000260,2023-03-02 06:07:00,delivery,"Barcelona, Spain",Pickup at Barcelona
EVT000701,SHP000342,2024-02-15 19:25:00,departure,"Tokyo, Japan",Delay at Tokyo
EVT000702,SHP000451,2025-06-14 12:27:00,delay,"Antwerp, Belgium",Departure at Antwerp
EVT000703,SHP000081,2023-05-12 16:15:00,delay,"Hong Kong, China",Departure at Hong Kong
EVT000704,SHP000487,2023-03-07 01:17:00,customs_clearance,"Shanghai, China",Customs Clearance at Shanghai
EVT000705,SHP000436,2024-09-28 10:40:00,delivery,"Dubai, UAE",Pickup at Dubai
EVT000706,SHP000070,2023-04-14 14:37:00,customs_clearance,"Dubai, UAE",Exception at Dubai
EVT000707,SHP000479,2024-05-31 01:01:00,exception,"Dubai, UAE",Exception at Dubai
EVT000708,SHP000269,2024-04-28 17:49:00,delivery,"Sydney, Australia",Pickup at Sydney
EVT000709,SHP000577,2024-07-06 18:00:00,arrival,"São Paulo, Brazil",Departure at São Paulo
EVT000710,SHP000068,2023-12-19 01:16:00,delivery,"Houston, USA",Delivery at Houston
EVT000711,SHP000514,2024-09-01 20:53:00,delivery,"Rotterdam, Netherlands",Delay at Rotterdam
EVT000712,SHP000509,2025-12-19 15:40:00,departure,"Felixstowe, UK",Exception at Felixstowe
EVT000713,SHP000067,2025-08-06 18:28:00,exception,"Tokyo, Japan",Pickup at Tokyo
EVT000714,SHP000425,2024-08-22 03:26:00,customs_clearance,"Felixstowe, UK",Pickup at Felixstowe
EVT000715,SHP000153,2025-09-20 09:03:00,customs_clearance,"Tokyo, Japan",Customs Clearance at Tokyo
EVT000716,SHP000585,2024-05-23 07:53:00,departure,"Antwerp, Belgium",Delay at Antwerp
EVT000717,SHP000331,2024-01-10 06:47:00,exception,"Valencia, Spain",Delivery at Valencia
EVT000718,SHP000297,2023-08-22 19:28:00,delay,"Sydney, Australia",Pickup at Sydney
EVT000719,SHP000069,2023-12-05 13:54:00,exception,"Antwerp, Belgium",Departure at Antwerp
EVT000720,SHP000027,2025-08-14 01:32:00,customs_clearance,"Tokyo, Japan",Delay at Tokyo
EVT000721,SHP000554,2023-08-05 02:26:00,pickup,"Hamburg, Germany",Delay at Hamburg
EVT000722,SHP000163,2023-02-26 20:51:00,exception,"Moscow, Russia",Exception at Moscow
EVT000723,SHP000266,2023-06-21 07:23:00,exception,"Dubai, UAE",Exception at Dubai
EVT000724,SHP000586,2025-10-30 18:28:00,departure,"Osaka, Japan",Pickup at Osaka
EVT000725,SHP000086,2023-02-15 23:53:00,delivery,"Chicago, USA",Delivery at Chicago
EVT000726,SHP000297,2025-11-06 00:52:00,delay,"Moscow, Russia",Delay at Moscow
EVT000727,SHP000073,2025-03-28 08:19:00,delivery,"Mumbai, India",Departure at Mumbai
EVT000728,SHP000165,2025-07-13 11:33:00,delivery,"Dubai, UAE",Exception at Dubai
EVT000729,SHP000239,2025-06-20 16:23:00,customs_clearance,"Sydney, Australia",Pickup at Sydney
EVT000730,SHP000553,2023-05-07 00:16:00,delivery,"Hamburg, Germany",Pickup at Hamburg
EVT000731,SHP000429,2024-10-17 15:42:00,pickup,"Barcelona, Spain",Delay at Barcelona
EVT000732,SHP000185,2025-02-17 18:05:00,arrival,"Tokyo, Japan",Delivery at Tokyo
EVT000733,SHP000413,2023-06-22 05:32:00,customs_clearance,"Singapore, Singapore",Exception at Singapore
EVT000734,SHP000277,2025-05-17 17:57:00,delivery,"Hamburg, Germany",Departure at Hamburg
EVT000735,SHP000475,2025-09-04 21:40:00,pickup,"Felixstowe, UK",Arrival at Felixstowe
EVT000736,SHP000045,2024-12-27 07:45:00,pickup,"Sydney, Australia",Arrival at Sydney
EVT000737,SHP000091,2025-05-17 03:22:00,customs_clearance,"Sydney, Australia",Pickup at Sydney
EVT000738,SHP000507,2024-05-23 05:31:00,arrival,"Mumbai, India",Exception at Mumbai
EVT000739,SHP000567,2024-04-04 10:46:00,customs_clearance,"Mumbai, India",Arrival at Mumbai
EVT000740,SHP000110,2025-03-26 05:18:00,exception,"Chicago, USA",Pickup at Chicago
EVT000741,SHP000432,2024-08-02 19:24:00,customs_clearance,"São Paulo, Brazil",Delivery at São Paulo
EVT000742,SHP000255,2025-05-29 00:17:00,customs_clearance,"Antwerp, Belgium",Delivery at Antwerp
EVT000743,SHP000320,2023-05-13 14:00:00,departure,"Los Angeles, USA",Delivery at Los Angeles
EVT000744,SHP000347,2025-03-01 04:10:00,arrival,"Dubai, UAE",Delivery at Dubai
EVT000745,SHP000249,2025-04-12 08:34:00,delivery,"São Paulo, Brazil",Departure at São Paulo
EVT000746,SHP000001,2024-03-30 08:34:00,customs_clearance,"Osaka, Japan",Delivery at Osaka
EVT000747,SHP000514,2023-03-26 13:08:00,arrival,"Mumbai, India",Customs Clearance at Mumbai
EVT000748,SHP000492,2025-12-15 14:38:00,delivery,"Los Angeles, USA",Pickup at Los Angeles
EVT000749,SHP000436,2023-05-10 02:19:00,pickup,"Shanghai, China",Departure at Shanghai
EVT000750,SHP000116,2024-05-23 11:42:00,delay,"Sydney, Australia",Delivery at Sydney
EVT000751,SHP000168,2025-04-14 03:14:00,departure,"Tokyo, Japan",Customs Clearance at Tokyo
EVT000752,SHP000418,2024-11-30 05:15:00,pickup,"Shanghai, China",Arrival at Shanghai
EVT000753,SHP000329,2025-11-12 03:25:00,arrival,"Mumbai, India",Delay at Mumbai
EVT000754,SHP000023,2025-01-07 08:48:00,arrival,"Hamburg, Germany",Customs Clearance at Hamburg
EVT000755,SHP000149,2023-09-13 19:06:00,customs_clearance,"Antwerp, Belgium",Arrival at Antwerp
EVT000756,SHP000033,2024-08-15 08:01:00,delay,"Tokyo, Japan",Delivery at Tokyo
EVT000757,SHP000427,2023-05-10 15:48:00,exception,"Felixstowe, UK",Customs Clearance at Felixstowe
EVT000758,SHP000067,2023-09-17 22:16:00,delivery,"Osaka, Japan",Delivery at Osaka
EVT000759,SHP000587,2023-03-27 17:34:00,exception,"Mumbai, India",Pickup at Mumbai
EVT000760,SHP000411,2023-10-25 03:17:00,pickup,"Chicago, USA",Customs Clearance at Chicago
EVT000761,SHP000278,2025-11-24 03:50:00,departure,"Valencia, Spain",Delay at Valencia
EVT000762,SHP000335,2024-01-14 12:40:00,customs_clearance,"Toronto, Canada",Arrival at Toronto
EVT000763,SHP000560,2024-05-24 22:37:00,customs_clearance,"Valencia, Spain",Exception at Valencia
EVT000764,SHP000563,2024-09-30 16:24:00,delivery,"Chicago, USA",Arrival at Chicago
EVT000765,SHP000093,2024-11-27 18:16:00,arrival,"Houston, USA",Delay at Houston
EVT000766,SHP000051,2023-09-12 19:08:00,exception,"Dubai, UAE",Delivery at Dubai
EVT000767,SHP000185,2025-09-05 11:15:00,exception,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000768,SHP000046,2023-08-21 02:30:00,pickup,"Hong Kong, China",Customs Clearance at Hong Kong
EVT000769,SHP000064,2025-03-19 06:26:00,arrival,"Mumbai, India",Departure at Mumbai
EVT000770,SHP000421,2023-09-15 03:32:00,delivery,"São Paulo, Brazil",Arrival at São Paulo
EVT000771,SHP000336,2023-04-25 12:31:00,pickup,"Hong Kong, China",Pickup at Hong Kong
EVT000772,SHP000026,2024-09-08 04:19:00,delivery,"Toronto, Canada",Delivery at Toronto
EVT000773,SHP000257,2023-04-07 09:58:00,customs_clearance,"Hamburg, Germany",Customs Clearance at Hamburg
EVT000774,SHP000281,2025-06-09 13:31:00,customs_clearance,"Mumbai, India",Pickup at Mumbai
EVT000775,SHP000335,2024-06-20 05:00:00,delay,"Valencia, Spain",Delay at Valencia
EVT000776,SHP000319,2025-05-17 11:31:00,delay,"Houston, USA",Customs Clearance at Houston
EVT000777,SHP000349,2023-03-01 18:28:00,delay,"Mumbai, India",Arrival at Mumbai
EVT000778,SHP000327,2024-01-29 16:51:00,delivery,"Mumbai, India",Pickup at Mumbai
EVT000779,SHP000436,2024-05-11 11:16:00,delay,"Los Angeles, USA",Customs Clearance at Los Angeles
EVT000780,SHP000391,2024-01-13 13:21:00,exception,"Los Angeles, USA",Arrival at Los Angeles
EVT000781,SHP000056,2025-03-23 20:21:00,delivery,"Dubai, UAE",Delivery at Dubai
EVT000782,SHP000356,2023-04-20 00:44:00,exception,"Mumbai, India",Customs Clearance at Mumbai
EVT000783,SHP000165,2023-08-31 05:09:00,arrival,"Hamburg, Germany",Departure at Hamburg
EVT000784,SHP000463,2025-09-06 22:42:00,customs_clearance,"Valencia, Spain",Arrival at Valencia
EVT000785,SHP000411,2024-10-09 19:04:00,customs_clearance,"Los Angeles, USA",Pickup at Los Angeles
EVT000786,SHP000107,2023-12-29 08:45:00,pickup,"Singapore, Singapore",Pickup at Singapore
EVT000787,SHP000382,2024-05-29 17:51:00,delivery,"Osaka, Japan",Exception at Osaka
EVT000788,SHP000398,2023-01-13 17:00:00,pickup,"Rotterdam, Netherlands",Customs Clearance at Rotterdam
EVT000789,SHP000529,2025-09-12 22:31:00,delivery,"Felixstowe, UK",Departure at Felixstowe
EVT000790,SHP000201,2023-12-21 18:38:00,arrival,"Singapore, Singapore",Customs Clearance at Singapore
EVT000791,SHP000014,2025-07-02 04:45:00,customs_clearance,"Antwerp, Belgium",Delay at Antwerp
EVT000792,SHP000270,2025-05-20 02:09:00,exception,"Hamburg, Germany",Pickup at Hamburg
EVT000793,SHP000169,2024-02-22 16:16:00,departure,"Rotterdam, Netherlands",Exception at Rotterdam
EVT000794,SHP000491,2024-04-11 13:22:00,exception,"Houston, USA",Delivery at Houston
EVT000795,SHP000396,2023-04-09 14:35:00,arrival,"Mumbai, India",Delay at Mumbai
EVT000796,SHP000173,2024-06-26 16:11:00,arrival,"Hong Kong, China",Departure at Hong Kong
EVT000797,SHP000127,2024-04-21 16:20:00,arrival,"Moscow, Russia",Arrival at Moscow
EVT000798,SHP000275,2023-03-06 21:27:00,arrival,"Rotterdam, Netherlands",Arrival at Rotterdam
EVT000799,SHP000377,2025-08-14 10:47:00,departure,"Busan, South Korea",Delay at Busan
EVT000800,SHP000202,2023-08-17 04:12:00,departure,"Singapore, Singapore",Exception at Singapore
EVT000801,SHP000459,2025-10-03 21:39:00,exception,"Busan, South Korea",Delay at Busan
EVT000802,SHP000087,2025-06-16 12:48:00,departure,"Chicago, USA",Departure at Chicago
EVT000803,SHP000301,2023-12-07 15:10:00,pickup,"São Paulo, Brazil",Departure at São Paulo
EVT000804,SHP000569,2025-02-16 21:10:00,delay,"Mumbai, India",Pickup at Mumbai
EVT000805,SHP000487,2023-01-26 20:34:00,pickup,"Hong Kong, China",Delay at Hong Kong
EVT000806,SHP000069,2025-03-03 07:52:00,pickup,"Toronto, Canada",Arrival at Toronto
EVT000807,SHP000337,2024-02-03 01:24:00,delivery,"São Paulo, Brazil",Delay at São Paulo
EVT000808,SHP000236,2025-10-27 04:17:00,delivery,"Houston, USA",Departure at Houston
EVT000809,SHP000339,2024-09-17 00:02:00,delay,"Mumbai, India",Delay at Mumbai
EVT000810,SHP000107,2023-05-22 22:55:00,customs_clearance,"Osaka, Japan",Customs Clearance at Osaka
EVT000811,SHP000486,2024-08-09 16:57:00,pickup,"Osaka, Japan",Delay at Osaka
EVT000812,SHP000436,2023-12-19 08:16:00,arrival,"Hong Kong, China",Exception at Hong Kong
EVT000813,SHP000369,2024-06-20 13:03:00,delay,"Antwerp, Belgium",Delivery at Antwerp
EVT000814,SHP000216,2025-01-10 22:04:00,customs_clearance,"Mumbai, India",Delivery at Mumbai
EVT000815,SHP000223,2023-08-08 00:41:00,exception,"Chicago, USA",Exception at Chicago
EVT000816,SHP000329,2023-09-10 04:34:00,customs_clearance,"Mumbai, India",Delivery at Mumbai
EVT000817,SHP000525,2024-06-07 17:47:00,customs_clearance,"Moscow, Russia",Delay at Moscow
EVT000818,SHP000582,2025-05-21 18:33:00,delivery,"Sydney, Australia",Delay at Sydney
EVT000819,SHP000159,2023-05-05 09:20:00,customs_clearance,"Toronto, Canada",Delivery at Toronto
EVT000820,SHP000137,2023-08-03 08:53:00,customs_clearance,"Barcelona, Spain",Exception at Barcelona
EVT000821,SHP000141,2025-02-10 07:02:00,delay,"Antwerp, Belgium",Pickup at Antwerp
EVT000822,SHP000554,2024-06-01 05:17:00,departure,"Felixstowe, UK",Departure at Felixstowe
EVT000823,SHP000571,2024-04-08 18:28:00,departure,"São Paulo, Brazil",Delivery at São Paulo
EVT000824,SHP000242,2023-07-31 04:07:00,exception,"Mumbai, India",Exception at Mumbai
EVT000825,SHP000563,2023-03-03 12:58:00,delay,"Barcelona, Spain",Departure at Barcelona
EVT000826,SHP000581,2023-12-20 16:55:00,delivery,"Tokyo, Japan",Pickup at Tokyo
EVT000827,SHP000592,2024-03-10 05:09:00,pickup,"Mumbai, India",Pickup at Mumbai
EVT000828,SHP000120,2024-01-15 07:11:00,pickup,"Shanghai, China",Pickup at Shanghai
EVT000829,SHP000065,2025-03-01 14:27:00,customs_clearance,"Osaka, Japan",Pickup at Osaka
EVT000830,SHP000047,2025-11-06 20:38:00,exception,"Shanghai, China",Delay at Shanghai
EVT000831,SHP000572,2025-09-11 22:24:00,pickup,"Moscow, Russia",Pickup at Moscow
EVT000832,SHP000561,2024-08-28 06:23:00,customs_clearance,"Singapore, Singapore",Delay at Singapore
EVT000833,SHP000096,2023-05-07 23:15:00,delivery,"Busan, South Korea",Arrival at Busan
EVT000834,SHP000327,2024-05-14 20:05:00,delivery,"São Paulo, Brazil",Delivery at São Paulo
EVT000835,SHP000049,2024-07-19 13:50:00,delay,"Barcelona, Spain",Delay at Barcelona
